"Suburb","Address",Bedroom,"Type",Price,"Link"
"Beverly Hills","202 Penshurst St",5,"House",,"https://www.realestate.com.au/126270310"
"Bexley","127 Queen Victoria St",4,"House",1500000,""
"Bexley","33 Regent St",5,"House",2010000,""
"Bexley","63 Verdun St",2,"House",1112270,"https://www.realestate.com.au/126267050"
"Bilgola Plateau","75 Plateau Rd",5,"House",,"https://www.realestate.com.au/126203374"
"Binda","207 Bigga Rd",4,"House",443000,"https://www.realestate.com.au/7917854"
"Blacktown","5/20 Meroo St",4,"House",682000,"https://www.realestate.com.au/126284086"
"Blacktown","2/67 Springfield Av",3,"House",,"https://www.realestate.com.au/126307046"
"Blacktown","29 Allawah St",8,"House",1317000,"https://www.realestate.com.au/126213274"
"Blakehurst","15 Torrens St",5,"House",,"https://www.realestate.com.au/126267078"
"Bondi","22/14 Wilga St",3,"Unit",,"https://www.realestate.com.au/126317970"
"Bondi","8 Rockley St",4,"House",3160000,"https://www.realestate.com.au/126314230"
"Bondi","8/27 Glen St",1,"Unit",,"https://www.realestate.com.au/126283326"
"Bondi","2 Watson St",4,"House",2500000,"https://www.realestate.com.au/126300398"
"Bondi Beach","28 Rickard Av",3,"House",,"https://www.realestate.com.au/126178986"
"Bondi Beach","2/54 Campbell Pde",1,"Unit",985000,"https://www.realestate.com.au/126244890"
"Bondi Beach","17/232 Campbell Pde",3,"Unit",,"https://www.realestate.com.au/126197674"
"Bondi Beach","103/152 Campbell Pde",1,"Unit",,""
"Bondi Beach","2/236 Campbell Pde",2,"Unit",,"https://www.realestate.com.au/126132314"
"Bondi Beach","2/64 Sir Thomas Mitchell Rd",2,"Unit",840000,"https://www.realestate.com.au/126240918"
"Bondi Junction","302/79 Grafton St",2,"Unit",,"https://www.realestate.com.au/126150974"
"Bondi Junction","22 Bon Accord Av",4,"House",,""
"Bondi Junction","604/241 Oxford St",2,"Unit",,"https://www.realestate.com.au/126190386"
"Bonnet Bay","148 Lower Washington Dr",3,"House",,"https://www.realestate.com.au/126295210"
"Bonny Hills","26 Binbilla Dr",4,"House",,"https://www.realestate.com.au/126269642"
"Bonnyrigg","11 Simon Av",3,"House",,"https://www.realestate.com.au/126064902"
"Bossley Park","41 Warragamba Cr",4,"House",830000,"https://www.realestate.com.au/126228254"
"Bossley Park","21 Serpentine St",4,"House",1210000,"https://www.realestate.com.au/126282154"
"Bossley Park","82 Roland St",4,"House",837000,"https://www.realestate.com.au/126282202"
"Botany","134 Banksia St",3,"House",1910000,"https://www.realestate.com.au/126292886"
"Botany","36 Dent St",3,"House",1250000,"https://www.realestate.com.au/126266422"
"Boxers Creek","189 Mt Gray Rd",0.5,"House",430000,"https://www.realestate.com.au/7917814"
"Brighton-le-sands","7/27 Kings Rd",2,"Unit",627500,"https://www.realestate.com.au/126220962"
"Brighton-le-sands","14 Bilmark Pl",4,"House",1750000,"https://www.realestate.com.au/126267038"
"Brighton-le-sands","7/32 Hercules Rd",2,"Unit",580000,"https://www.realestate.com.au/126271958"
"Broken Hill","165 Chapple St",2,"House",35000,"https://www.realestate.com.au/126265354"
"Bronte","37 Palmerston Av",3,"House",,"https://www.realestate.com.au/126296442"
"Bronte","30A Murray St",4,"House",,"https://www.realestate.com.au/126311514"
"Bronte","6 Lugar Brae Av",3,"House",2800000,"https://www.realestate.com.au/126269322"
"Budgewoi","53 Kailua Av",3,"House",500000,"https://www.realestate.com.au/126259858"
"Buff Point","2A Narambi Rd",3,"House",,"https://www.realestate.com.au/126271586"
"Bulli","5 Blackbutt Pl",4,"House",1250000,"https://www.realestate.com.au/126107290"
"Bulli","3 Air Av",4,"House",1100000,"https://www.realestate.com.au/126256886"
"Bulli","7 Tramway Ct",4,"House",1600000,"https://www.realestate.com.au/126267874"
"Bulli","18 Waterloo St",4,"House",,"https://www.realestate.com.au/126267058"
"Bundeena","36 Eric St",3,"House",1155000,""
"Burraneer","136 Burraneer Bay Rd",3,"House",,"https://www.realestate.com.au/126252438"
"Burraneer","12 Lugano Av",5,"House",,"https://www.realestate.com.au/126049346"
"Burraneer","16 Coolangatta Av",3,"House",2260000,"https://www.realestate.com.au/126270018"
"Burraneer","262A Woolooware Rd",4,"House",2260000,"https://www.realestate.com.au/126218150"
"Burwood","52 Minna St",5,"House",3330000,"https://www.realestate.com.au/126287186"
"Busby","7 Tunbridge St",6,"House",,"https://www.realestate.com.au/126221954"
"Cabramatta","8 Warwick Av",2,"House",,""
"Cabramatta","9 Gowrie Pl",3,"House",,"https://www.realestate.com.au/125857618"
"Cabramatta West","36 Harrington St",4,"House",,""
"Cabramatta West","26 Moonshine Av",6,"House",,"https://www.realestate.com.au/126283882"
"Cammeray","2/33 Anzac Av",1,"Unit",627500,"https://www.realestate.com.au/126303634"
"Cammeray","2/27 Churchill Cr",3,"House",1850000,"https://www.realestate.com.au/126306734"
"Campsie","7/50 Campsie St",2,"Unit",612000,""
"Campsie","38 Marlowe St",3,"House",,"https://www.realestate.com.au/126401786"
"Canley Heights","23 Clarence St",3,"House",700000,"https://www.realestate.com.au/126143082"
"Canley Heights","7 Edward Pl",3,"House",,"https://www.realestate.com.au/126250170"
"Canterbury","13 Ivy St",4,"House",1420000,"https://www.realestate.com.au/126293994"
"Canterbury","16 Pheasant St",3,"House",1310000,"https://www.realestate.com.au/126278314"
"Caringbah South","27 Loraine Av",4,"House",2065000,"https://www.realestate.com.au/126240666"
"Caringbah South","507 Willarong Rd",4,"House",,"https://www.realestate.com.au/126250466"
"Carlingford","3/1 Boundary Rd",2,"Unit",,"https://www.realestate.com.au/126290126"
"Carlingford","3/3 Coleman Av",2,"Unit",572000,"https://www.realestate.com.au/126311966"
"Carlingford","24A Rickard St",4,"House",,"https://www.realestate.com.au/126305310"
"Carlingford","18 Rickard St",6,"House",,"https://www.realestate.com.au/126272710"
"Carlton","6/23 Jubilee Av",2,"Unit",730000,"https://www.realestate.com.au/126117942"
"Carlton","69 Fleet St",3,"House",1350000,"https://www.realestate.com.au/126237614"
"Castle Hill","25/9 Garthowen Cr",3,"Unit",,"https://www.realestate.com.au/126009334"
"Castle Hill","16 Yaringa Rd",4,"House",1950000,"https://www.realestate.com.au/126269622"
"Castle Hill","6/4 Kerrs Rd",3,"Unit",990000,"https://www.realestate.com.au/126293958"
"Castle Hill","9 Braefield Pl",5,"House",,"https://www.realestate.com.au/126311714"
"Castle Hill","17 Bishopsgate Av",4,"House",1340000,"https://www.realestate.com.au/126301802"
"Castle Hill","53A Parsonage Rd",4,"House",1365000,""
"Casula","16 Casula Rd",3,"House",,"https://www.realestate.com.au/502546646"
"Casula","50 Grove St",3,"House",,"https://www.realestate.com.au/126129198"
"Casula","16 Lakewood Cr",5,"House",,"https://www.realestate.com.au/126325518"
"Cecil Hills","5 Helena Rd",4,"House",900000,"https://www.realestate.com.au/126268910"
"Cecil Hills","15 Henry St",3,"House",,"https://www.realestate.com.au/126295806"
"Chatswood","14/11 Goodchap Rd",2,"Unit",,"https://www.realestate.com.au/126297306"
"Chatswood","46 Alleyne St",3,"House",2010000,"https://www.realestate.com.au/126306098"
"Chatswood","2607/37 Victor St",3,"Unit",2500000,"https://www.realestate.com.au/126346386"
"Chatswood","9A De Villiers Av",4,"House",,"https://www.realestate.com.au/126316234"
"Cherrybrook","46 Parkhill Cr",4,"House",1540000,"https://www.realestate.com.au/126295162"
"Chippendale","48 Shepherd St",4,"House",1665000,"https://www.realestate.com.au/126271046"
"Chipping Norton","25 Yachtsman Dr",5,"House",1200000,""
"Chipping Norton","20 Rugby Cr",7,"House",1300000,"https://www.realestate.com.au/126250306"
"Chiswick","1/15A Blackwall Point Rd",3,"House",,"https://www.realestate.com.au/126303554"
"Clemton Park","44 Chisholm Av",3,"House",1360000,"https://www.realestate.com.au/126221262"
"Clontarf","39 Adelaide St",3,"House",2700000,"https://www.realestate.com.au/126311826"
"Clovelly","83 St Thomas St",4,"House",3810000,"https://www.realestate.com.au/126205978"
"Coledale","726 Lawrence Hargrave Dr",3,"House",,"https://www.realestate.com.au/126279974"
"Collaroy","22 Park St",4,"House",,"https://www.realestate.com.au/126287518"
"Collaroy","76 Cumberland Av",3,"House",,"https://www.realestate.com.au/126289982"
"Collaroy Plateau","2 Boomerang Rd",4,"House",1650000,"https://www.realestate.com.au/126286450"
"Como","109 Novara Cr",5,"House",,"https://www.realestate.com.au/126291438"
"Concord","15 Creewood St",3,"House",,""
"Concord West","25 King St",5,"House",,"https://www.realestate.com.au/126263398"
"Coogee","4/46 Melody St",2,"Unit",1250000,"https://www.realestate.com.au/126225746"
"Coogee","9/4 Edgecumbe Av",2,"Unit",1300000,"https://www.realestate.com.au/126298882"
"Coogee","3/19 Berwick St",1,"Unit",950500,"https://www.realestate.com.au/126246930"
"Coogee","2/78A Dudley St",2,"Unit",1200000,"https://www.realestate.com.au/126272914"
"Copacabana","79 Del Monte Pl",5,"House",,"https://www.realestate.com.au/126227774"
"Corlette","2/19 Trumpeter Cct",3,"Unit",820000,""
"Corrimal","12 Willow Gr",4,"House",935000,""
"Cremorne","7/62 Sutherland St",3,"Unit",1980000,"https://www.realestate.com.au/126305706"
"Cremorne","2/12 Reed St",3,"Unit",1650000,"https://www.realestate.com.au/126303238"
"Cremorne","3/26 Cranbrook Av",2,"Unit",1881000,"https://www.realestate.com.au/126298854"
"Cremorne","28 Ellalong Rd",3,"House",2050000,"https://www.realestate.com.au/126289210"
"Cremorne","3 Fernhurst Av",4,"House",,"https://www.realestate.com.au/126263534"
"Cremorne Point","7/83 Cremorne Rd",1,"Unit",865000,"https://www.realestate.com.au/126296198"
"Cremorne Point","2/46 Milson Rd",2,"Unit",,"https://www.realestate.com.au/126257274"
"Cromer","31 Tennyson Rd",3,"House",,"https://www.realestate.com.au/126308882"
"Cronulla","16A Philip St",3,"House",,"https://www.realestate.com.au/125299806"
"Cronulla","49A Coronation Av",3,"House",,"https://www.realestate.com.au/126257346"
"Cronulla","13 Franklin Rd",3,"House",,"https://www.realestate.com.au/126233862"
"Cronulla","9/27 Burke Rd",2,"Unit",870000,"https://www.realestate.com.au/126271074"
"Cronulla","199 Nicholson Pde",3,"House",1850000,"https://www.realestate.com.au/126285046"
"Cronulla","1/7 Caronia Av",3,"Unit",,"https://www.realestate.com.au/126303750"
"Cronulla","205 Nicholson Pde",3,"House",,"https://www.realestate.com.au/126250438"
"Cronulla","8/2 Deeban Wk",1,"Unit",,"https://www.realestate.com.au/126302110"
"Cronulla","1104/1 Abel Pl",2,"Unit",,"https://www.realestate.com.au/126292902"
"Crows Nest","17/78 Alexander St",1,"Unit",,"https://www.realestate.com.au/126297462"
"Crows Nest","149 Chandos St",4,"House",,"https://www.realestate.com.au/126296738"
"Croydon","42 Badminton Rd",3,"House",1915000,"https://www.realestate.com.au/126268098"
"Croydon","10/9 Grosvenor St",2,"Unit",,"https://www.realestate.com.au/126252530"
"Croydon","24 Hammond Av",4,"House",,"https://www.realestate.com.au/126272494"
"Croydon Park","8 Wentworth St",3,"House",1230000,"https://www.realestate.com.au/126247330"
"Croydon Park","10 Albert Rd",2,"House",1830000,"https://www.realestate.com.au/126268102"
"Croydon Park","31 Rawson St",4,"House",2160000,"https://www.realestate.com.au/126247326"
"Culburra Beach","17 Orient Point Rd",4,"House",550000,""
"Culburra Beach","176 Marina La",5,"House",925000,"https://www.realestate.com.au/126209390"
"Cumbalum","2/2 Eclipse Cr",4,"House",,"https://www.realestate.com.au/126175074"
"Darling Point","11C/3 Darling Point Rd",2,"Unit",1850000,"https://www.realestate.com.au/126251762"
"Darling Point","25B/3 Darling Point Rd",1,"Unit",1125000,"https://www.realestate.com.au/126251766"
"Darling Point","5/113 Darling Point Rd",3,"Unit",2200000,"https://www.realestate.com.au/126284038"
"Darling Point","607/87 Yarranabbe Rd",1,"Unit",,""
"Darlinghurst","46/18 Oxford St",2,"Unit",,"https://www.realestate.com.au/125983006"
"Darlinghurst","76/220 Goulburn St",0.5,"Unit",,"https://www.realestate.com.au/126319314"
"Darlinghurst","1/62 Flinders St",5,"House",,"https://www.realestate.com.au/123239706"
"Darlinghurst","18/257 Darlinghurst Rd",1,"Unit",585000,"https://www.realestate.com.au/126318962"
"Darlinghurst","141 Womerah Av",4,"House",1885000,"https://www.realestate.com.au/126288502"
"Darlington","9 Wilson La",2,"House",960000,"https://www.realestate.com.au/126272834"
"Dee Why","57 Redman Rd",4,"House",1605000,"https://www.realestate.com.au/126307578"
"Dee Why","1/2 The Crescent",2,"Unit",1070000,"https://www.realestate.com.au/126278086"
"Dee Why","3402/2 Mooramba Rd",2,"Unit",905000,"https://www.realestate.com.au/126270458"
"Dee Why","2/112 Pacific Pde",2,"Unit",,"https://www.realestate.com.au/126311810"
"Deniliquin","454 Todds Rd",3,"House",240000,"https://www.realestate.com.au/121585854"
"Denistone East","28 Rickard St",3,"House",1360000,"https://www.realestate.com.au/126294586"
"Dolls Point","7/157 Russell Av",2,"Unit",741000,"https://www.realestate.com.au/126269806"
"Dolls Point","6 Malua St",3,"House",,"https://www.realestate.com.au/126267066"
"Doonside","84 Wilkie Cr",4,"House",,"https://www.realestate.com.au/126332234"
"Doonside","10 Andrew Lloyd Dr",3,"House",,"https://www.realestate.com.au/126275370"
"Drummoyne","254 Victoria Rd",5,"House",1760000,"https://www.realestate.com.au/126282466"
"Drummoyne","12 Tavistock St",2,"House",1600000,"https://www.realestate.com.au/126306838"
"Dubbo","20 Topaz St",4,"House",,"https://www.realestate.com.au/126168806"
"Dubbo","21 Smith St",3,"House",435000,"https://www.realestate.com.au/126173638"
"Dubbo","7 Belmore Pl",5,"House",459000,"https://www.realestate.com.au/126368706"
"Dulwich Hill","9/225 Denison Rd",1,"Unit",,"https://www.realestate.com.au/126222246"
"Dundas","44 Anderson Av",4,"House",,""
"Dundas Valley","52 King St",3,"House",1170000,"https://www.realestate.com.au/126306318"
"Dundas Valley","76 Alexander St",3,"House",,"https://www.realestate.com.au/126304582"
"Dural","13 Wildthorn Av",4,"House",1850000,"https://www.realestate.com.au/126309042"
"Earlwood","19 Hocking Av",5,"House",,"https://www.realestate.com.au/126217782"
"Earlwood","63 Undercliffe Rd",4,"House",1550000,"https://www.realestate.com.au/126281734"
"Earlwood","25 Wardell Rd",5,"House",,"https://www.realestate.com.au/126269986"
"East Albury","331 Rau St",3,"House",425000,"https://www.realestate.com.au/126242022"
"East Ballina","94 Chickiba Dr",4,"House",748000,"https://www.realestate.com.au/126238666"
"East Ballina","8 Bonview St",3,"House",885000,"https://www.realestate.com.au/126238654"
"East Corrimal","34 Aldridge Av",3,"House",1020000,"https://www.realestate.com.au/126269178"
"East Killara","38 Albany Cr",5,"House",,"https://www.realestate.com.au/126296554"
"East Ryde","41 Melba Dr",4,"House",1595000,"https://www.realestate.com.au/126277446"
"Eastwood","5/69 Terry Rd",3,"Unit",1002000,"https://www.realestate.com.au/126218498"
"Eastwood","12 Tarrants Av",3,"House",1890000,"https://www.realestate.com.au/126281758"
"Edgecliff","1706/180 Ocean St",2,"Unit",,""
"Elermore Vale","5 Pauline Cl",4,"House",640000,"https://www.realestate.com.au/126293474"
"Elizabeth Hills","109 Feodore Dr",4,"House",,"https://www.realestate.com.au/126272934"
"Enfield","6 Wattle St",4,"House",1176000,"https://www.realestate.com.au/126302058"
"Engadine","18/13 Preston Av",2,"Unit",,""
"Enmore","97 Metropolitan Rd",3,"House",1943000,"https://www.realestate.com.au/126259878"
"Enmore","63 Camden St",3,"House",,"https://www.realestate.com.au/126241262"
"Epping","40 Barombah Rd",3,"House",1690000,"https://www.realestate.com.au/126292966"
"Epping","9 Hermington St",5,"House",,"https://www.realestate.com.au/126272346"
"Epping","30 Helen St",4,"House",1850000,"https://www.realestate.com.au/126271898"
"Ermington","102/24 Koorine St",2,"Unit",,"https://www.realestate.com.au/126150402"
"Ermington","14 Linden Gr",5,"House",1750000,"https://www.realestate.com.au/126253874"
"Ermington","7 Batten Cr",3,"House",,"https://www.realestate.com.au/126218142"
"Ermington","210/1 Allambie St",2,"Unit",,"https://www.realestate.com.au/126229694"
"Erskineville","16504/177 Mitchell Rd",3,"Unit",1362000,"https://www.realestate.com.au/126292426"
"Evans Head","38 Pacific Cr",2,"House",530000,"https://www.realestate.com.au/126109850"
"Fairfield West","72 Margaret St",5,"House",1090000,"https://www.realestate.com.au/126301102"
"Forest Lodge","105/6 Maxwell Rd",2,"Unit",1400000,"https://www.realestate.com.au/126291766"
"Frenchs Forest","36 Adams St",4,"House",2330000,"https://www.realestate.com.au/126315158"
"Georges Hall","50 Endeavour Rd",3,"House",870000,"https://www.realestate.com.au/126276866"
"Georges Hall","49 Jacaranda Dr",3,"House",900000,"https://www.realestate.com.au/126274486"
"Georges Hall","4 Dell Pl",5,"House",1160000,"https://www.realestate.com.au/126263646"
"Gladesville","6 Eltham St",3,"House",2720000,"https://www.realestate.com.au/126298826"
"Gladesville","24 Ross St",3,"House",2202000,"https://www.realestate.com.au/126288218"
"Gladesville","11 College St",3,"House",,"https://www.realestate.com.au/126271926"
"Glebe","8/413 Glebe Point Rd",1,"Unit",868500,"https://www.realestate.com.au/126293074"
"Glendenning","5A Fonda Pl",4,"House",670000,"https://www.realestate.com.au/126277246"
"Glenhaven","44B Old Glenhaven Rd",5,"House",1510000,"https://www.realestate.com.au/126286362"
"Goonellabah","585 Skyline Rd",3,"House",,"https://www.realestate.com.au/126228178"
"Gordon","125/181 St Johns Av",3,"Unit",,"https://www.realestate.com.au/126197362"
"Gordon","26 Craiglands Av",4,"House",,"https://www.realestate.com.au/126190214"
"Gordon","3 Ormiston Av",4,"House",3123000,"https://www.realestate.com.au/126239598"
"Gordon","62 St Johns Av",3,"House",,"https://www.realestate.com.au/126294130"
"Gorokan","123 Wallarah Rd",3,"House",455000,""
"Grafton","66 Oliver St",4,"House",,""
"Granville","8 Bennalong St",3,"House",795000,"https://www.realestate.com.au/126303790"
"Granville","88 Elizabeth St",2,"House",960000,"https://www.realestate.com.au/126272518"
"Grays Point","14 Seabrook Av",4,"House",1370000,"https://www.realestate.com.au/126285594"
"Green Valley","333 Whitford Rd",4,"House",770000,"https://www.realestate.com.au/126194062"
"Greenacre","5 Pomona St",0.5,"House",1160000,"https://www.realestate.com.au/126226966"
"Greenacre","28 Sylvanus St",7,"House",1301000,"https://www.realestate.com.au/126273542"
"Greenfield Park","31/30 Devenish St",3,"Unit",600000,"https://www.realestate.com.au/126293370"
"Greenfield Park","50 Cheyenne Rd",4,"House",1300000,"https://www.realestate.com.au/126228198"
"Greenfield Park","3 Intrepid Pl",5,"House",980000,"https://www.realestate.com.au/126297482"
"Greenfield Park","35 Cherokee Av",4,"House",825000,""
"Greenleigh","18 Beston Pl",6,"House",1200000,"https://www.realestate.com.au/126257470"
"Greenwich","117B River Rd",3,"House",,"https://www.realestate.com.au/126285282"
"Greenwich","2 Evelyn St",3,"House",2206000,"https://www.realestate.com.au/126301778"
"Greystanes","224 Darling St",4,"House",1080000,"https://www.realestate.com.au/126233270"
"Griffith","3 Simona Cl",3,"House",405000,"https://www.realestate.com.au/122005266"
"Guildford","80 Robertson St",3,"House",828000,"https://www.realestate.com.au/126283982"
"Guildford","46 Rowley Rd",3,"House",905000,"https://www.realestate.com.au/126267302"
"Guildford","41 Harris St",4,"House",,"https://www.realestate.com.au/126268022"
"Guildford","17 Lucas St",4,"House",840000,"https://www.realestate.com.au/126277898"
"Guildford","11 Linthorne St",4,"House",,"https://www.realestate.com.au/126314130"
"Guildford West","45 Faulds Rd",4,"House",900000,"https://www.realestate.com.au/126276974"
"Gunnedah","3 Bindea Pl",4,"House",,"https://www.realestate.com.au/126088054"
"Gunnedah","109 View St",2,"House",141500,"https://www.realestate.com.au/126222118"
"Gwandalan","54 Bay Vista Wy",4,"House",800000,""
"Gwynneville","3/15 John St",2,"Unit",620000,"https://www.realestate.com.au/126281822"
"Gymea","2 Birunna Av",4,"House",,"https://www.realestate.com.au/126281762"
"Gymea Bay","21 Vernon Av",5,"House",,"https://www.realestate.com.au/126159494"
"Gymea Bay","9 Arcadia Av",5,"House",,"https://www.realestate.com.au/126271902"
"Gymea Bay","82 Arcadia Av",4,"House",1410000,"https://www.realestate.com.au/126280706"
