"Suburb"	"Address"	Bedroom	"Type"	Price	"Link"	Distance
"Bowral"	"42 Merrigang St"	3	"House"	1800500	"https://www.realestate.com.au/126359466"	un_known
"Brighton-le-sands"	"9/102 The Grand Pde"	2	"Unit"	617000	"https://www.realestate.com.au/126589334"	11.4
"Brookvale"	"13/3 Shackel Av"	2	"Unit"		"https://www.realestate.com.au/126532714"	12.8
"Brookvale"	"13 Alfred Rd"	4	"House"	1648000	"https://www.realestate.com.au/126505506"	12.8
"Brooms Head"	"69 Ocean Rd"	3	"House"		"https://www.realestate.com.au/126452942"	un_known
"Buff Point"	"8 Karwin Cl"	3	"House"		"https://www.realestate.com.au/126516878"	118
"Bulli"	"6 Weaver Tce"	5	"House"	3050000	"https://www.realestate.com.au/126493350"	un_known
"Burraneer"	"194 Woolooware Rd"	5	"House"		"https://www.realestate.com.au/126450062"	22.9
"Burraneer"	"10 Wren Pl"	3	"House"	5020000	"https://www.realestate.com.au/126473982"	22.9
"Burrangong"	"59 Belmore Rd"	5	"House"		"https://www.realestate.com.au/126434974"	un_known
"Byron Bay"	"2/32 Tennyson St"	2	"Unit"	810000	"https://www.realestate.com.au/126431518"	un_known
"Byron Bay"	"3 Cooper St"	1	"House"	899000	"https://www.realestate.com.au/126505510"	un_known
"Cabarita"	"16 Jacaranda Dr"	3	"House"		"https://www.realestate.com.au/126462118"	8.9
"Cabramatta West"	"35 Moonshine Av"	3	"House"	1005000	"https://www.realestate.com.au/126492326"	27
"Cabramatta West"	"56 Boyd St"	6	"House"		"https://www.realestate.com.au/126447758"	27
"Cambridge Park"	"4/47 Barry St"	3	"Unit"		"https://www.realestate.com.au/126644310"	46.3
"Cammeray"	"4/8 Amherst St"	2	"Unit"	1195000	"https://www.realestate.com.au/126481482"	5
"Camperdown"	"16 Chelmsford St"	3	"House"		"https://www.realestate.com.au/126513058"	3.6
"Camperdown"	"606/7 Sterling Cct"	1	"Unit"	870000	"https://www.realestate.com.au/126525482"	3.6
"Campsie"	"89 Campsie St"	2	"House"		"https://www.realestate.com.au/126514398"	10.7
"Campsie"	"1/23 Perry St"	2	"Unit"	665000	"https://www.realestate.com.au/126492406"	10.7
"Campsie"	"109/6 Sunbeam St"	1	"Unit"		"https://www.realestate.com.au/126541202"	10.7
"Canley Heights"	"107A Wyong St"	5	"House"		"https://www.realestate.com.au/126425242"	26.2
"Canley Vale"	"81 The Avenue"	3	"House"		"https://www.realestate.com.au/126520830"	24.5
"Caringbah"	"1/17 Gardere St"	3	"Unit"		"https://www.realestate.com.au/126447634"	21
"Caringbah"	"137 Caringbah Rd"	4	"House"		"https://www.realestate.com.au/126452266"	21
"Caringbah"	"4 Winifred Av"	5	"House"		"https://www.realestate.com.au/126560766"	21
"Caringbah South"	"25 Gillham Av"	3	"House"		"https://www.realestate.com.au/126433422"	28
"Caringbah South"	"9A Wilga Rd"	3	"Unit"	1000000	"https://www.realestate.com.au/126490990"	28
"Caringbah South"	"4 Northcote Av"	4	"House"	2150000	"https://www.realestate.com.au/126505314"	28
"Caringbah South"	"21 Binney St"	4	"House"		"https://www.realestate.com.au/126547066"	28
"Carlingford"	"36 Georgian Av"	4	"House"		"https://www.realestate.com.au/126453334"	17.4
"Carlingford"	"12/2 Freeman Pl"	3	"Unit"	1008000	"https://www.realestate.com.au/126525514"	17.4
"Carlingford"	"6 Sovereign Av"	4	"House"	1435000	"https://www.realestate.com.au/126493666"	17.4
"Carlton"	"73 Edward St"	3	"House"	1215000	"https://www.realestate.com.au/126532434"	13.6
"Carlton"	"10 Arthur St"	3	"House"		"https://www.realestate.com.au/126498582"	13.6
"Carramar"	"1 Quest Av"	4	"House"	755000	"https://www.realestate.com.au/126476766"	22.7
"Castle Hill"	"5 Bishopsgate Av"	4	"House"		"https://www.realestate.com.au/126523910"	23.9
"Castle Hill"	"9 Worthing Av"	3	"House"	2150000	"https://www.realestate.com.au/126514998"	23.9
"Castle Hill"	"76/2 Purser Av"	2	"Unit"	880889	"https://www.realestate.com.au/126541134"	23.9
"Castle Hill"	"5 Danehill Ct"	5	"House"		"https://www.realestate.com.au/126530958"	23.9
"Castle Hill"	"77 Kings Rd"	5	"House"		"https://www.realestate.com.au/126481670"	23.9
"Castle Hill"	"120 Showground Rd"	4	"House"	1988000	"https://www.realestate.com.au/126500614"	23.9
"Casula"	"5 Durack Pl"	3	"House"	790000	"https://www.realestate.com.au/126190310"	29
"Casula"	"8 Bottlebrush Av"	5	"House"		"https://www.realestate.com.au/126487042"	29
"Caves Beach"	"33 Scenic Dr"	3	"House"	772000	"https://www.realestate.com.au/126529042"	un_known
"Centennial Park"	"7A/2 Cook Rd"	3	"Unit"	1330000	"https://www.realestate.com.au/126421954"	3.8
"Chatswood"	"356 Penshurst St"	3	"House"	2450000	"https://www.realestate.com.au/126535934"	8.2
"Chatswood"	"123 Archer St"	6	"House"	2160000	"https://www.realestate.com.au/126535610"	8.2
"Chatswood West"	"22 Valerie Av"	5	"House"	1950000	"https://www.realestate.com.au/126515746"	8.7
"Cheltenham"	"8/25 Sutherland Rd"	3	"Unit"	1270000	"https://www.realestate.com.au/126499074"	16.6
"Cherrybrook"	"2 Hibiscus Pl"	4	"House"		"https://www.realestate.com.au/126503494"	22.1
"Cherrybrook"	"27 Penrose Av"	5	"House"		"https://www.realestate.com.au/126504802"	22.1
"Chippendale"	"61/39 Dangar Pl"	2	"Unit"	871000	"https://www.realestate.com.au/126456054"	2.2
"Chittaway Point"	"6 Oscar Dr"	4	"House"		""	un_known
"Clontarf"	"24 Peronne Av"	4	"House"	4050000	"https://www.realestate.com.au/126527470"	7.9
"Clovelly"	"9 Keith St"	5	"House"		"https://www.realestate.com.au/126472262"	7.2
"Clovelly"	"7 Shackel Av"	4	"House"		"https://www.realestate.com.au/126459242"	7.2
"Coleambally"	"31 Kingfisher Av"	3	"House"	65000	"https://www.realestate.com.au/126494566"	un_known
"Coledale"	"816 Lawrence Hargrave Dr"	6	"House"		"https://www.realestate.com.au/126452482"	76
"Collaroy Plateau"	"90 Essilia St"	5	"House"	1810000	"https://www.realestate.com.au/126513898"	un_known
"Como"	"95 Woronora Cr"	3	"House"	1400000	"https://www.realestate.com.au/126521342"	19.9
"Concord"	"23 Station St"	4	"House"	2110000	"https://www.realestate.com.au/126440318"	9.6
"Concord"	"23 Shackel Av"	4	"House"	2540000	"https://www.realestate.com.au/126442530"	9.6
"Concord West"	"24 Killoola St"	3	"House"		"https://www.realestate.com.au/126428854"	11.3
"Connells Point"	"1/26 Homedale Cr"	2	"Unit"	909000	"https://www.realestate.com.au/126507654"	17.6
"Coogee"	"1/149 Coogee Bay Rd"	1	"Unit"	850000	"https://www.realestate.com.au/126493678"	7.4
"Cooranbong"	"19A Brushbox Rd"	3	"House"		"https://www.realestate.com.au/126501002"	un_known
"Corlette"	"8 Corlette Point Rd"	4	"House"		"https://www.realestate.com.au/126207946"	un_known
"Corrimal"	"8 Harbinger St"	3	"House"	885000	"https://www.realestate.com.au/126495706"	un_known
"Cranebrook"	"49 Fireball Av"	8	"House"		"https://www.realestate.com.au/126497778"	49
"Cremorne"	"204/2 Langley Av"	1	"Unit"	670000	""	4.8
"Cremorne"	"16 Reed St"	4	"House"		"https://www.realestate.com.au/126530754"	4.8
"Cremorne"	"13/3 Bariston Av"	2	"Unit"	1366000	"https://www.realestate.com.au/126480318"	4.8
"Cremorne"	"3/16 Rangers Rd"	2	"Unit"		""	4.8
"Cremorne"	"7/7 Grasmere Rd"	2	"Unit"	1191000	"https://www.realestate.com.au/126519870"	4.8
"Cremorne"	"1/209 Military Rd"	2	"Unit"	1025000	"https://www.realestate.com.au/126507682"	4.8
"Cromer"	"10 Mcnamara Rd"	3	"House"		"https://www.realestate.com.au/126503590"	15.6
"Cromer"	"69 Cromer Rd"	4	"House"		"https://www.realestate.com.au/126510850"	15.6
"Cronulla"	"3/14 Giddings Av"	3	"Unit"		"https://www.realestate.com.au/126464406"	21.1
"Cronulla"	"1/85 Ewos Pde"	4	"Unit"	2360000	"https://www.realestate.com.au/125451938"	21.1
"Cronulla"	"2/32 Parramatta St"	3	"Unit"	1400000	"https://www.realestate.com.au/126530426"	21.1
"Crows Nest"	"2/95 West St"	3	"House"	1950000	"https://www.realestate.com.au/126521606"	4.6
"Crows Nest"	"159 Chandos St"	3	"House"		"https://www.realestate.com.au/126538582"	4.6
"Croydon"	"19 Acton St"	4	"House"		"https://www.realestate.com.au/126494370"	8.7
"Croydon Park"	"81 Greenhills St"	3	"House"		"https://www.realestate.com.au/126458946"	9.6
"Curl Curl"	"46 Stirgess Av"	3	"House"		"https://www.realestate.com.au/126538846"	13.6
"Darlinghurst"	"7/12 Royston St"	1	"Unit"		"https://www.realestate.com.au/126473602"	1.8
"Darlinghurst"	"16/251 Darlinghurst Rd"	1	"Unit"	670000	"https://www.realestate.com.au/126475746"	1.8
"Darlinghurst"	"2/14 Clapton Pl"	1	"Unit"	575000	"https://www.realestate.com.au/126434078"	1.8
"Darlinghurst"	"8/18 Hardie St"	2	"Unit"	900000	"https://www.realestate.com.au/126469578"	1.8
"Darlinghurst"	"44 Thomson St"	2	"House"	1435000	"https://www.realestate.com.au/126490314"	1.8
"Dee Why"	"13/77 Pacific Pde"	2	"Unit"		"https://www.realestate.com.au/126458302"	14.6
"Dee Why"	"3/23 Westminster Av"	2	"Unit"		"https://www.realestate.com.au/126517482"	14.6
"Dee Why"	"1/21 Kingsway"	2	"Unit"	850000	"https://www.realestate.com.au/126535854"	14.6
"Dee Why"	"14/180 Pacific Pde"	3	"Unit"		"https://www.realestate.com.au/126490458"	14.6
"Dee Why"	"61 Quirk St"	4	"House"		"https://www.realestate.com.au/126206250"	14.6
"Dee Why"	"2/7 Francis St"	2	"Unit"	975000	"https://www.realestate.com.au/126471790"	14.6
"Deniliquin"	"47 Cooinda La"	4	"House"		"https://www.realestate.com.au/126426962"	un_known
"Denistone West"	"1 Mimos St"	3	"House"	1850000	"https://www.realestate.com.au/126409506"	14.1
"Denistone West"	"1 Genner St"	4	"House"		"https://www.realestate.com.au/126479430"	14.1
"Double Bay"	"2/9 Guilfoyle Av"	2	"Unit"	1000000	"https://www.realestate.com.au/126458430"	3.6
"Double Bay"	"10/20 Ocean Av"	2	"Unit"		""	3.6
"Drummoyne"	"22/18 Drummoyne Av"	3	"Unit"		"https://www.realestate.com.au/126447078"	5.2
"Drummoyne"	"39 Thompson St"	4	"House"	2200000	"https://www.realestate.com.au/126473342"	5.2
"Dudley"	"7 Albury St"	4	"House"		"https://www.realestate.com.au/126480746"	un_known
"Dulwich Hill"	"6/106 Constitution Rd"	2	"Unit"	770000	"https://www.realestate.com.au/126513054"	7.2
"Dulwich Hill"	"6/4 Keith St"	1	"Unit"	480000	"https://www.realestate.com.au/126495538"	7.2
"Dundas Valley"	"107 Moffatts Dr"	2	"House"		"https://www.realestate.com.au/126443590"	16.1
"Dural"	"6 Frensham Pl"	3	"House"	1080000	"https://www.realestate.com.au/126498334"	26.4
"Earlwood"	"42 Twyford Av"	4	"House"	1335000	"https://www.realestate.com.au/126499334"	9.9
"Earlwood"	"49 Hamilton Av"	3	"House"	2230000	"https://www.realestate.com.au/126507118"	9.9
"East Hills"	"87 Lucas Rd"	8	"House"		"https://www.realestate.com.au/126499946"	23
"East Hills"	"36 Blair Av"	3	"House"	1000000	"https://www.realestate.com.au/126481786"	23
"East Killara"	"25 Eastgate Av"	4	"House"		"https://www.realestate.com.au/126371462"	13.1
"East Killara"	"28 Churchill Rd"	3	"House"		"https://www.realestate.com.au/126528954"	13.1
"East Maitland"	"53 Burg St"	2	"House"	387000	"https://www.realestate.com.au/126472362"	un_known
"East Ryde"	"36 Melba Dr"	3	"House"		""	8.6
"Eastwood"	"3/7 May St"	2	"Unit"	761638	"https://www.realestate.com.au/126498146"	14.5
"Eastwood"	"58A Eastwood Av"	3	"House"		"https://www.realestate.com.au/126513466"	14.5
"Eastwood"	"3/637 Blaxland Rd"	2	"Unit"	1045000	"https://www.realestate.com.au/126532134"	14.5
"Edgecliff"	"1/125 Ocean St"	2	"Unit"	1120000	"https://www.realestate.com.au/126439814"	2.9
"Eleebana"	"42 Dalwood Cl"	3	"House"		"https://www.realestate.com.au/126449178"	148
"Elizabeth Bay"	"301/50 Macleay St"	1	"Unit"	1020000	"https://www.realestate.com.au/126479934"	1.9
"Elizabeth Bay"	"108/50 Macleay St"	2	"Unit"	1950000	"https://www.realestate.com.au/124897378"	1.9
"Elizabeth Bay"	"2/108 Elizabeth Bay Rd"	4	"Unit"	4900000	"https://www.realestate.com.au/125971890"	1.9
"Elizabeth Bay"	"5/81 Elizabeth Bay Rd"	2	"Unit"	1525000	"https://www.realestate.com.au/126474074"	1.9
"Enfield"	"23/2 Byer St"	3	"Unit"	895000	"https://www.realestate.com.au/126015890"	10.8
"Engadine"	"10 Bulba Rd"	4	"House"		"https://www.realestate.com.au/126473346"	28.4
"Enmore"	"101 Edgeware Rd"	3	"House"		"https://www.realestate.com.au/126473198"	4.9
"Enmore"	"68 Marian St"	4	"House"		"https://www.realestate.com.au/126510602"	4.9
"Epping"	"7/47 Bridge St"	2	"Unit"	680000	"https://www.realestate.com.au/126532130"	15.6
"Epping"	"12/55 Pennant Pde"	3	"Unit"	1122000	"https://www.realestate.com.au/126502142"	15.6
"Epping"	"23 The Boulevarde"	4	"House"	2262500	"https://www.realestate.com.au/126499218"	15.6
"Erskineville"	"42 John St"	2	"House"		""	4.2
"Erskineville"	"12/16 Eve St"	2	"Unit"	945000	"https://www.realestate.com.au/126518278"	4.2
"Erskineville"	"4/168 George St"	2	"Unit"		"https://www.realestate.com.au/126519718"	4.2
"Erskineville"	"21 Albert St"	3	"House"	1327000	"https://www.realestate.com.au/126479758"	4.2
"Ettalong Beach"	"16 Burrawang St"	5	"House"		""	41
"Ettalong Beach"	"52 Bourke Rd"	2	"House"		"https://www.realestate.com.au/126481710"	41
"Ettalong Beach"	"48 Barrenjoey Rd"	4	"House"	700000	""	41
"Fairfield Heights"	"21 Linda St"	4	"House"	840000	"https://www.realestate.com.au/126561406"	24.8
"Fairlight"	"3 Arthur St"	3	"House"	2310000	"https://www.realestate.com.au/126529246"	9.8
"Fairlight"	"64 Fairlight St"	3	"House"		"https://www.realestate.com.au/126529250"	9.8
"Fairlight"	"8/21 Clifford Av"	3	"Unit"	10000	"https://www.realestate.com.au/126523626"	9.8
"Figtree"	"9 Herne St"	4	"House"		"https://www.realestate.com.au/126506770"	97
"Figtree"	"6 Indigo Wy"	5	"House"		"https://www.realestate.com.au/126460322"	97
"Forbes"	"14 John Girdham Pl"	4	"House"	330000	"https://www.realestate.com.au/126459454"	379
"Forbes"	"72 Templar St"	2	"House"	175000	"https://www.realestate.com.au/126459446"	379
"Forbes"	"14 Thompson St"	3	"House"		"https://www.realestate.com.au/126472158"	379
"Forbes"	"18 Clement St"	3	"House"	287000	"https://www.realestate.com.au/126464906"	379
"Forbes"	"37 Bathurst St"	4	"House"	280000	"https://www.realestate.com.au/126474378"	379
"Foxground"	"328 Foxground Rd"	3	"House"	1850000	""	un_known
"Frenchs Forest"	"64 Prahran Av"	3	"House"	1425000	"https://www.realestate.com.au/126523178"	13
"Gerringong"	"42 Armstrong Av"	3	"House"		"https://www.realestate.com.au/126512438"	un_known
"Gerringong"	"64 Fern St"	4	"House"	1125000	"https://www.realestate.com.au/126453670"	un_known
"Gerringong"	"19 Wilson Av"	4	"House"		"https://www.realestate.com.au/126442274"	un_known
"Gerringong"	"15 Barclay St"	3	"House"	930000	"https://www.realestate.com.au/126473734"	un_known
"Gerroa"	"25 Riverleigh Av"	4	"House"		"https://www.realestate.com.au/126489650"	un_known
"Gerroa"	"162 Stafford St"	3	"House"	1945000	"https://www.realestate.com.au/126456794"	un_known
"Gerroa"	"49A Riverleigh Av"	4	"House"		"https://www.realestate.com.au/110357885"	un_known
"Gladesville"	"403/1 Victoria Rd"	2	"Unit"		"https://www.realestate.com.au/126446850"	8.1
"Gladesville"	"23 Prince Edward St"	4	"House"		"https://www.realestate.com.au/126516722"	8.1
"Glebe"	"C1002/87 Bay St"	1	"Unit"		""	2.3
"Glebe"	"25/42 Lombard St"	3	"Unit"	1580000	"https://www.realestate.com.au/126466518"	2.3
"Glebe"	"8/20 Sheehy St"	1	"Unit"	401000	"https://www.realestate.com.au/126523866"	2.3
"Glenwood"	"22 Lord Wy"	5	"House"		"https://www.realestate.com.au/126456038"	29.9
"Gol Gol"	"74 William St"	4	"House"	155000	"https://www.realestate.com.au/126525862"	un_known
"Golspie"	"466 Levels Rd"	4	"House"		"https://www.realestate.com.au/7909302"	un_known
"Gordon"	"322/8 Merriwa St"	1	"Unit"		"https://www.realestate.com.au/126419738"	13.4
"Granville"	"12 Margaret St"	3	"House"	1250000	"https://www.realestate.com.au/126449966"	18.5
"Grays Point"	"33 Budyan Rd"	3	"House"		"https://www.realestate.com.au/126445578"	24.3
"Green Valley"	"4 Browse Pl"	5	"House"	960000	"https://www.realestate.com.au/126501602"	31.7
"Greenacre"	"58 Northcote Rd"	5	"House"	1420000	"https://www.realestate.com.au/126528186"	14.5
"Greenwich"	"6 Robert St"	4	"House"		"https://www.realestate.com.au/126354070"	4.4
"Greystanes"	"93 Adler Pde"	3	"House"		"https://www.realestate.com.au/126503178"	24
"Greystanes"	"46 Roberta St"	7	"House"	821000	"https://www.realestate.com.au/126561226"	24
"Griffith"	"6/2A Ritchie Cl"	2	"Unit"	280500	"https://www.realestate.com.au/126512830"	574
"Griffith"	"81 Verri St"	4	"House"	410500	"https://www.realestate.com.au/126428190"	574
"Griffith"	"9 Ross Cr"	3	"House"		"https://www.realestate.com.au/126525162"	574
"Guildford"	"146 Robertson St"	2	"House"	950000	"https://www.realestate.com.au/126516006"	20.5
"Guildford"	"19 Donnelly St"	3	"House"		"https://www.realestate.com.au/126513486"	20.5
"Guildford"	"5 Nadia Pl"	4	"House"	850000	"https://www.realestate.com.au/126429866"	20.5
"Guildford West"	"73 Dennistoun Av"	5	"House"		"https://www.realestate.com.au/126501454"	21.8
"Gymea"	"120 Garnet Rd"	3	"House"	1300000	"https://www.realestate.com.au/126530462"	21.6
"Gymea"	"19 Birubi Av"	4	"House"		"https://www.realestate.com.au/126477086"	21.6
"Gymea Bay"	"28 Carter Cr"	3	"House"	1195000	"https://www.realestate.com.au/126506110"	23
"Gymea Bay"	"38 Arcadia Av"	3	"House"	1630000	"https://www.realestate.com.au/126499230"	23
"Haberfield"	"146 Ramsay St"	0.5	"House"	1330000	"https://www.realestate.com.au/126498014"	6.5
"Haberfield"	"14 Ramsay St"	3	"House"	2230000	"https://www.realestate.com.au/126502098"	6.5
"Hamilton"	"59 Cleary St"	3	"House"		"https://www.realestate.com.au/126502866"	un_known
"Helensburgh"	"19 Short St"	3	"House"	900000	"https://www.realestate.com.au/126480738"	41.5
"Helensburgh"	"1/61 Walker St"	2	"Unit"		"https://www.realestate.com.au/126506158"	41.5
"Helensburgh"	"34 Hume Dr"	3	"House"	790000	"https://www.realestate.com.au/126502166"	41.5
"Hinchinbrook"	"30 Wilson Rd"	5	"House"	865000	"https://www.realestate.com.au/126504814"	32.2
"Hornsby"	"41 Clarinda St"	4	"House"	1220000	"https://www.realestate.com.au/126525774"	20.6
"Hornsby"	"49 Amor St"	3	"House"	1305000	"https://www.realestate.com.au/126536178"	20.6
