"Suburb"	"Address"	Bedroom	"Type"	Price	"Link"	Distance
"Adamstown"	"43 Belmore St"	4	"House"		""	166
"Albury"	"619 Lindsay Av"	3	"House"		"https://www.realestate.com.au/126754306"	un_known
"Albury"	"637 Sackville St"	3	"House"		""	un_known
"Albury"	"7 Fernhurst Ct"	3	"House"		"https://www.realestate.com.au/126735170"	un_known
"Albury"	"1/684 Banff Av"	3	"Unit"	770000	"https://www.realestate.com.au/126735026"	un_known
"Alexandria"	"72 Garden St"	2	"House"	1330000	"https://www.realestate.com.au/126724182"	3.5
"Alexandria"	"M207/68 Mcevoy St"	2	"Unit"		"https://www.realestate.com.au/126766038"	3.5
"Alexandria"	"286 Belmont St"	2	"House"		"https://www.realestate.com.au/126776286"	3.5
"Alfords Point"	"6 Lomandra Pl"	5	"House"		"https://www.realestate.com.au/126770062"	21.9
"Allawah"	"4/67 Illawarra St"	4	"Unit"	865000	"https://www.realestate.com.au/126795654"	14.3
"Annandale"	"141 Young St"	2	"House"		"https://www.realestate.com.au/126787494"	3.7
"Arcadia Vale"	"38 Arcadia St"	4	"House"	670000	"https://www.realestate.com.au/126750486"	un_known
"Armidale"	"128 Erskine St"	5	"House"		"https://www.realestate.com.au/124975850"	482
"Armidale"	"17 Sutherland Av"	2	"House"		"https://www.realestate.com.au/125216386"	482
"Arncliffe"	"34 Roach St"	3	"House"	1260000	"https://www.realestate.com.au/126763954"	9.5
"Artarmon"	"1006/4 Francis Rd"	2	"Unit"		"https://www.realestate.com.au/126783342"	6.7
"Artarmon"	"19 Carlos Rd"	3	"House"	2750000	"https://www.realestate.com.au/126805954"	6.7
"Artarmon"	"23/21 Eric Rd"	2	"Unit"	995000	"https://www.realestate.com.au/126780430"	6.7
"Artarmon"	"22/21 Eric Rd"	0.5	"House"	995000	""	6.7
"Ashbury"	"149 Holden St"	3	"House"	1700000	"https://www.realestate.com.au/126741898"	9
"Ashfield"	"110 Alt St"	3	"House"		"https://www.realestate.com.au/126747334"	7.9
"Ashfield"	"19 Knocklayde St"	2	"House"	1505000	"https://www.realestate.com.au/126752766"	7.9
"Ashfield"	"10 Earle Av"	3	"House"	1580000	"https://www.realestate.com.au/126710586"	7.9
"Auburn"	"29 Cockthorpe Rd"	4	"House"		""	16.2
"Austinmer"	"31 Buttenshaw Pl"	5	"House"		"https://www.realestate.com.au/126746694"	82
"Avalon Beach"	"30 Watkins Rd"	4	"House"		"https://www.realestate.com.au/126680862"	28.1
"Avalon Beach"	"47 Therry St"	4	"House"		""	28.1
"Avoca Beach"	"181 The Round Dr"	5	"House"	1210000	"https://www.realestate.com.au/126689774"	49.3
"Avonside"	"70 Iron Pot Creek Rd"	3	"House"		"https://www.realestate.com.au/126778014"	un_known
"Balgowlah"	"1/223 Condamine St"	4	"House"		"https://www.realestate.com.au/126718262"	9.6
"Balgowlah"	"164A Woodland St N"	3	"House"	1925000	"https://www.realestate.com.au/126788602"	9.6
"Balgowlah"	"30 Boyle St"	3	"House"		"https://www.realestate.com.au/126767786"	9.6
"Balgowlah"	"1/82 Wanganella St"	2	"Unit"	1037000	"https://www.realestate.com.au/126778882"	9.6
"Balgowlah"	"1/18 Rickard St"	2	"Unit"	795000	"https://www.realestate.com.au/126719590"	9.6
"Balgowlah"	"18 Violet St"	4	"House"	2665000	"https://www.realestate.com.au/126771794"	9.6
"Balgownie"	"40A Ryan St"	6	"House"		"https://www.realestate.com.au/126687646"	89
"Ballina"	"4/21 Tamar St"	4	"House"		"https://www.realestate.com.au/126653382"	un_known
"Balmain"	"17 Campbell St"	2	"House"		"https://www.realestate.com.au/126711418"	2.9
"Balmain"	"43 Mort St"	3	"House"		"https://www.realestate.com.au/126780926"	2.9
"Balmain"	"42 Harris St"	4	"House"		"https://www.realestate.com.au/126756190"	2.9
"Balmain"	"6/2 Ewenton St"	2	"Unit"		"https://www.realestate.com.au/126649598"	2.9
"Balmain"	"92 Curtis Rd"	2	"House"		"https://www.realestate.com.au/126789194"	2.9
"Balmain"	"8 Waite Av"	2	"House"		"https://www.realestate.com.au/126778162"	2.9
"Bangor"	"1 Towradgi Pl"	3	"House"	1200000	""	23.5
"Bangor"	"39 Billa Rd"	4	"House"		"https://www.realestate.com.au/126748886"	23.5
"Bangor"	"3 Yala Rd"	4	"House"		"https://www.realestate.com.au/126750206"	23.5
"Bankstown"	"107 Jacobs St"	4	"House"	1400000	"https://www.realestate.com.au/126738626"	16.9
"Bankstown"	"232 Marion St"	3	"House"		"https://www.realestate.com.au/126750502"	16.9
"Bankstown"	"5 Eldridge Rd"	2	"House"	845000	"https://www.realestate.com.au/126745906"	16.9
"Bankstown"	"80 Antwerp St"	4	"House"		""	16.9
"Banora Point"	"6 Firewheel Wy"	4	"House"	597500	"https://www.realestate.com.au/126786490"	un_known
"Banora Point"	"14 Firestone Dr"	5	"House"		"https://www.realestate.com.au/126699222"	un_known
"Bar Beach"	"3/15A Wrightson Av"	2	"Unit"	825000	"https://www.realestate.com.au/126778318"	un_known
"Bardwell Park"	"12 Bernard Av"	4	"House"		"https://www.realestate.com.au/126697218"	10.4
"Bardwell Valley"	"30D Hannam St"	3	"House"	1245000	"https://www.realestate.com.au/126705286"	10.1
"Bass Hill"	"2 Hilda St"	3	"House"	800000	"https://www.realestate.com.au/126819674"	19.9
"Batemans Bay"	"18 Bent St"	3	"House"		"https://www.realestate.com.au/126544258"	un_known
"Bathurst"	"258 Peel St"	3	"House"		"https://www.realestate.com.au/126731306"	200
"Bathurst"	"9 Park St"	3	"House"		"https://www.realestate.com.au/126733938"	200
"Bathurst"	"251 Russell St"	4	"House"		""	200
"Baulkham Hills"	"19 Carole Av"	3	"House"		""	23.2
"Baulkham Hills"	"7 Burrandong Cr"	4	"House"		"https://www.realestate.com.au/126768898"	23.2
"Baulkham Hills"	"5 Browne Pl"	4	"House"	1250000	"https://www.realestate.com.au/126835762"	23.2
"Baulkham Hills"	"40 Glanmire Rd"	4	"House"		"https://www.realestate.com.au/126752422"	23.2
