"Suburb"	"Address"	Bedroom	"Type"	Price	"Link"	Distance
"BEXLEY"	"13 Westminster St"	7	"House"	2000.0	"http://www.domain.com.au/2013898605"	11.7
"BILGOLA PLATEAU"	"13 Daly St"	3	"House"	1450.0	"http://www.domain.com.au/2013898739"	38
"BLACKTOWN"	"50 Anthony St"	4	"House"	Passed In	"http://www.domain.com.au/2013898603"	29.6
"BLACKTOWN"	"49 Joseph St"	3	"House"	Passed In	"http://www.domain.com.au/2013899973"	29.6
"BLACKTOWN"	"22 Stella Pl"	3	"House"	Passed In	"http://www.domain.com.au/2013855647"	29.6
"BLUE HAVEN"	"27 Belyando Cr"	4	"House"	Withdrawn	"http://www.domain.com.au/2013896406"	91
"BLUE HAVEN"	"107 Roper Rd"	4	"House"	516.0	"http://www.domain.com.au/2013896398"	91
"BONNET BAY"	"23 Tudar Rd"	5	"House"	Passed In	"http://www.domain.com.au/2013905024"	21.2
"BONNYRIGG HEIGHTS"	"42 Delgarno Rd"	4	"House"	Withdrawn	"http://www.domain.com.au/2013898810"	31.4
"BOSSLEY PARK"	"1 Murrumbidgee St"	4	"House"	900.0	"http://www.domain.com.au/2013896635"	29.8
"BOTANY"	"25/125 Banksia St"	2	"Unit"	Passed In	"http://www.domain.com.au/2013901104"	8.7
"BOTANY"	"183 Bay St"	5	"House"	Passed In	"http://www.domain.com.au/2013889978"	8.7
"BOTANY"	"84 Tenterden Rd"	5	"House"	1970.0	"http://www.domain.com.au/2013879055"	8.7
"BROOKLYN"	"103A Brooklyn Rd"	4	"House"	Passed In	"http://www.domain.com.au/2013886116"	35.5
"BURWOOD"	"19 Lucas Rd"	3	"House"	Passed In	"http://www.domain.com.au/2013878989"	9.6
"BUSBY"	"20 Galloway St"	3	"House"	675.0	"http://www.domain.com.au/2013891242"	31
"BUSBY"	"15 Wendouree St"	5	"House"	Price withheld	"http://www.domain.com.au/2013901131"	31
"CABARITA"	"157 Cabarita Rd"	3	"House"	Passed In	"http://www.domain.com.au/2013888179"	8.9
"CABRAMATTA WEST"	"61 High St"	3	"House"	Price withheld	"http://www.domain.com.au/2013911418"	27
"CABRAMATTA WEST"	"142 St Johns Rd"	3	"House"	Passed In	"http://www.domain.com.au/2013900141"	27
"CAMDEN"	"10 Forrest Cr"	4	"House"	775.0	"http://www.domain.com.au/2013884603"	unknown
"CAMMERAY"	"7A/10 Abbott St"	2	"Unit"	1100.0	"http://www.domain.com.au/2013903848"	5
"CAMMERAY"	"7/24 Cammeray Rd"	2	"Unit"	995.0	"http://www.domain.com.au/2013901841"	5
"CAMMERAY"	"36 Churchill Cr"	5	"House"	Passed In	"http://www.domain.com.au/2013902563"	5
"CAMMERAY"	"50/331 Miller St"	2	"Unit"	1320.0	"http://www.domain.com.au/2013898636"	5
"CAMMERAY"	"7/37 Rosalind St"	3	"Unit"	Price withheld	"http://www.domain.com.au/2013897030"	5
"CAMPERDOWN"	"5/32-40 Gibbens St"	2	"Unit"	1380.0	"http://www.domain.com.au/2013892807"	3.6
"CAMPERDOWN"	"403/1 Layton St"	2	"Unit"	1268.0	"http://www.domain.com.au/2013892828"	3.6
"CANLEY HEIGHTS"	"16 Chelsea Dr"	5	"House"	Withdrawn	"http://www.domain.com.au/2013869045"	26.2
"CANLEY HEIGHTS"	"16 Mark St"	6	"House"	Passed In	"http://www.domain.com.au/2013892129"	26.2
"CANLEY VALE"	"116 Cardwell St"	3	"House"	Passed In	"http://www.domain.com.au/2013872984"	24.5
"CANLEY VALE"	"29 Parker St"	3	"House"	Passed In	"http://www.domain.com.au/2013878201"	24.5
"CANTERBURY"	"8/118-122 Canterbury Rd"	2	"Unit"	610.0	"http://www.domain.com.au/2013892947"	9.3
"CARINGBAH"	"65A Woodfield Bvd"	3	"Semi"	Withdrawn	"http://www.domain.com.au/2013905659"	21
"CARINGBAH SOUTH"	"160B Gannons Rd"	6	"House"	Withdrawn	"http://www.domain.com.au/2013892281"	28
"CARLINGFORD"	"29 Benghazi Rd"	3	"House"	1410.0	"http://www.domain.com.au/2013898619"	17.4
"CARLINGFORD"	"161A Pennant Hills Rd"	4	"House"	1450.0	"http://www.domain.com.au/2013896276"	17.4
"CARLTON"	"11/6 Buchanan St"	2	"Unit"	850.0	"http://www.domain.com.au/2013892955"	13.6
"CARLTON"	"10/13 Nielsen Av"	3	"Unit"	835.0	"http://www.domain.com.au/2013904552"	13.6
"CARSS PARK"	"23 Carwar Av"	3	"House"	Price withheld	"http://www.domain.com.au/2013895839"	15.6
"CARTWRIGHT"	"56 Mawson Dr"	3	"House"	645.0	"http://www.domain.com.au/2013896089"	30
"CASTLE COVE"	"50 Cammaray Rd"	5	"House"	Withdrawn	"http://www.domain.com.au/2013898790"	9.2
"CASTLE HILL"	"219 Excelsior Av"	4	"House"	1950.0	"http://www.domain.com.au/2013892057"	23.9
"CASULA"	"5 Baguette Cl"	3	"House"	Passed In	"http://www.domain.com.au/2013888287"	29
"CASULA"	"11 Erin Pl"	3	"House"	Passed In	"http://www.domain.com.au/2013891246"	29
"CENTENNIAL PARK"	"1/80-84 Cook Rd"	1	"Unit"	710.0	"http://www.domain.com.au/2013886884"	3.8
"CHAIN VALLEY BAY"	"Lot 22 Chain Valley Bay Rd"	4	"House"	Passed In	"http://www.domain.com.au/2013860855"	unknown
"CHARMHAVEN"	"147 Panorama Av"	2	"House"	705.0	"http://www.domain.com.au/2013896393"	unknown
"CHATSWOOD"	"31 Alleyne St"	6	"House"	Passed In	"http://www.domain.com.au/2013778173"	8.2
"CHATSWOOD"	"202/1 Cambridge La"	1	"Unit"	Price withheld	"http://www.domain.com.au/2013906894"	8.2
"CHATSWOOD"	"28 Eddy Rd"	4	"House"	2000.0	"http://www.domain.com.au/2013901972"	8.2
"CHATSWOOD"	"18 Hercules St"	3	"House"	2990.0	"http://www.domain.com.au/2013901502"	8.2
"CHATSWOOD"	"49 Lamette St"	3	"House"	Passed In	"http://www.domain.com.au/2013904341"	8.2
"CHATSWOOD"	"46 Nicholson St"	4	"House"	Price withheld	"http://www.domain.com.au/2013898617"	8.2
"CHATSWOOD"	"3 Peckham Av"	5	"House"	Passed In	"http://www.domain.com.au/2013898615"	8.2
"CHATSWOOD"	"44/75 Stanley St"	2	"Unit"	Passed In	"http://www.domain.com.au/2013904026"	8.2
"CHATSWOOD"	"42 Victoria Av"	2	"House"	Passed In	"http://www.domain.com.au/2013905270"	8.2
"CHERRYBROOK"	"9 Clifton Pl"	4	"House"	1865.0	"http://www.domain.com.au/2013902526"	22.1
"CHESTER HILL"	"41 Nyora St"	4	"House"	1135.0	"http://www.domain.com.au/2013892963"	19.1
"CLOVELLY"	"28 Arden St"	5	"House"	Withdrawn	"http://www.domain.com.au/2013898144"	7.2
"COLLAROY"	"6 Parkes Rd"	5	"House"	1521.5	"http://www.domain.com.au/2013904997"	16.6
"COMO"	"23 Bonnet Av"	5	"House"	Passed In	"http://www.domain.com.au/2013900440"	19.9
"CONCORD"	"4 Cormiston Av"	4	"House"	2200.0	"http://www.domain.com.au/2013898866"	9.6
"CONDELL PARK"	"35 Wren St"	3	"House"	Passed In	"http://www.domain.com.au/2013884546"	19
"COOGEE"	"2/160-162 Beach St"	2	"Unit"	1635.0	"http://www.domain.com.au/2013883152"	7.4
"COOGEE"	"3/91 Brook St"	3	"Unit"	1276.0	"http://www.domain.com.au/2013903530"	7.4
"COOGEE"	"2/72 Dolphin St"	3	"Unit"	1570.0	"http://www.domain.com.au/2013906165"	7.4
"COOGEE"	"88 Melody St"	4	"House"	2390.0	"http://www.domain.com.au/2013886033"	7.4
"CREMORNE"	"25 Earle St"	2	"House"	2720.0	"http://www.domain.com.au/2013891897"	4.8
"CREMORNE POINT"	"6/2 Kareela Rd"	1	"Unit"	715.0	"http://www.domain.com.au/2013898630"	3.2
"CROMER"	"17 Toronto Av"	4	"House"	Withdrawn	"http://www.domain.com.au/2013902540"	15.6
"CRONULLA"	"9/3-5 Giddings Av"	3	"Unit"	1252.5	"http://www.domain.com.au/2013645852"	21.1
"CRONULLA"	"7/16-18 Gosport St"	2	"Unit"	Price withheld	"http://www.domain.com.au/2013902538"	21.1
"CROWS NEST"	"43 Huntington St"	2	"House"	Passed In	"http://www.domain.com.au/2013902530"	4.6
"CROWS NEST"	"15/6 Trafalgar St"	1	"Unit"	680.0	"http://www.domain.com.au/2013901484"	4.6
"CROWS NEST"	"1/8 Trafalgar St"	1	"Unit"	Withdrawn	"http://www.domain.com.au/2013904253"	4.6
"CROYDON"	"11 Albert Cr"	2	"House"	900.0	"http://www.domain.com.au/2013892649"	8.7
"CROYDON"	"5/31-35 Croydon Av"	2	"Townhouse"	1000.0	"http://www.domain.com.au/2013887209"	8.7
"CROYDON"	"133 Edwin St"	2	"House"	1386.0	"http://www.domain.com.au/2013892945"	8.7
"CROYDON PARK"	"16/41-47 Clyde St"	2	"Unit"	717.0	"http://www.domain.com.au/2013875050"	9.6
"CROYDON PARK"	"16/135-139 Croydon Av"	2	"Unit"	617.0	"http://www.domain.com.au/2013897895"	9.6
"CROYDON PARK"	"29/158-160 Croydon Av"	2	"Unit"	Passed In	"http://www.domain.com.au/2013945115"	9.6
"CROYDON PARK"	"2/6 Dunmore St"	2	"Unit"	721.0	"http://www.domain.com.au/2013895417"	9.6
"CROYDON PARK"	"1 Mitchell St"	3	"House"	Price withheld	"http://www.domain.com.au/2013879606"	9.6
"CROYDON PARK"	"14 Seymour St"	4	"House"	Withdrawn	"http://www.domain.com.au/2013892942"	9.6
"DARLING POINT"	"1/7 Goomerah Cr"	2	"Unit"	Price withheld	"http://www.domain.com.au/2013897213"	2.8
"DARLINGHURST"	"108/241-247 Crown St"	1	"Unit"	Passed In	"http://www.domain.com.au/2013902161"	1.8
"DARLINGHURST"	"7/185-189 Darlinghurst Rd"	2	"Unit"	1390.0	"http://www.domain.com.au/2013876565"	1.8
"DARLINGHURST"	"2/347 Liverpool St"	0	"Studio"	440.0	"http://www.domain.com.au/2013901743"	1.8
"DARLINGTON"	"402/181 Lawson St"	3	"Unit"	Withdrawn	"http://www.domain.com.au/2013902305"	3.1
"DEE WHY"	"7/83 Howard Av"	2	"Unit"	850.0	"http://www.domain.com.au/2013901808"	14.6
"DEE WHY"	"10/30A The Crescent "	2	"Townhouse"	Withdrawn	"http://www.domain.com.au/2013888417"	14.6
"DEE WHY"	"113 Victor Rd"	5	"House"	3000.0	"http://www.domain.com.au/2013900540"	14.6
"DOLLS POINT"	"6/10 Oldham Cr"	3	"Villa"	Price withheld	"http://www.domain.com.au/2013890456"	15.1
"DRUMMOYNE"	"10/9 Napier St"	2	"Unit"	1093.0	"http://www.domain.com.au/2013890134"	5.2
"DRUMMOYNE"	"51/59 Wrights Rd"	2	"Unit"	1100.0	"http://www.domain.com.au/2013884368"	5.2
"DULWICH HILL"	"23/49-51 Frazer St"	2	"Unit"	727.0	"http://www.domain.com.au/2013885899"	7.2
"DULWICH HILL"	"21/363-367 New Canterbury Rd"	2	"Unit"	642.0	"http://www.domain.com.au/2013892647"	7.2
"DULWICH HILL"	"9/7 Williams Pde"	2	"Unit"	900.0	"http://www.domain.com.au/2013892876"	7.2
"DURAL"	"22 Derriwong Rd"	5	"House"	4450.0	"http://www.domain.com.au/2013892144"	26.4
"DURAL"	"2 Lockyer Cl"	4	"House"	Passed In	"http://www.domain.com.au/2013874477"	26.4
"EARLWOOD"	"16/3-3A Bass Rd"	3	"Townhouse"	890.0	"http://www.domain.com.au/2013882730"	9.9
"EARLWOOD"	"220 Bexley Rd"	4	"House"	Withdrawn	"http://www.domain.com.au/2013867253"	9.9
"EARLWOOD"	"55 Homer St"	3	"House"	2605.0	"http://www.domain.com.au/2013877314"	9.9
"EARLWOOD"	"45 River St"	2	"House"	1550.0	"http://www.domain.com.au/2013890354"	9.9
"EARLWOOD"	"16/90-94 Riverview Rd"	2	"Unit"	1225.0	"http://www.domain.com.au/2013897697"	9.9
"EARLWOOD"	"80 William St"	4	"House"	1830.0	"http://www.domain.com.au/2013877938"	9.9
"EAST GOSFORD"	"22 Sierra Cr"	3	"House"	715.0	"http://www.domain.com.au/2013901398"	49.6
"EAST HILLS"	"482 Henry Lawson Dr"	4	"House"	1100.0	"http://www.domain.com.au/2013892645"	23
"EAST LINDFIELD"	"73 Chelmsford Av"	5	"House"	Passed In	"http://www.domain.com.au/2013900226"	11.4
"EAST RYDE"	"74 Elliott Av"	4	"House"	1815.0	"http://www.domain.com.au/2013898641"	8.6
"EASTGARDENS"	"8 Boonah Av"	2	"House"	1480.0	"http://www.domain.com.au/2013891159"	8.9
"EASTLAKES"	"7/8-10 Maloney St"	2	"Unit"	665.0	"http://www.domain.com.au/2013891356"	6.5
"EASTWOOD"	"13 Auld Av"	4	"House"	Withdrawn	"http://www.domain.com.au/2013902543"	14.5
"EASTWOOD"	"31 Wentworth Rd"	5	"House"	3600.0	"http://www.domain.com.au/2013888198"	14.5
"ELANORA HEIGHTS"	"21 Bungoona Av"	3	"House"	1875.0	"http://www.domain.com.au/2013886597"	20.3
"ENFIELD"	"2 King St"	3	"House"	3210.0	"http://www.domain.com.au/2013899701"	10.8
"ENGADINE"	"68 Anzac Av"	3	"House"	970.0	"http://www.domain.com.au/2013900386"	28.4
"ENGADINE"	"41 Forbes Cr"	3	"House"	Withdrawn	"http://www.domain.com.au/2013905968"	28.4
"ENGADINE"	"111 Kingswood Rd"	5	"House"	Withdrawn	"http://www.domain.com.au/2013903370"	28.4
"ENGADINE"	"27 Lochiel Rd"	3	"House"	Price withheld	"http://www.domain.com.au/2013924221"	28.4
"ENGADINE"	"23 Tinakill Av"	4	"House"	982.0	"http://www.domain.com.au/2013890457"	28.4
"EPPING"	"29 Boronia Av"	3	"House"	2000.0	"http://www.domain.com.au/2013888954"	15.6
"EPPING"	"64 Somerset St"	4	"House"	1350.0	"http://www.domain.com.au/2013898521"	15.6
"EPPING"	"47 Willoughby St"	5	"Duplex"	1780.0	"http://www.domain.com.au/2013897584"	15.6
"ERMINGTON"	"18 Cleveland St"	3	"House"	Passed In	"http://www.domain.com.au/2013898525"	15.3
"ERMINGTON"	"31 Trumble Av"	3	"House"	1350.0	"http://www.domain.com.au/2013893724"	15.3
"ERSKINEVILLE"	"60 Charles St"	3	"House"	2100.0	"http://www.domain.com.au/2013896192"	4.2
"ERSKINEVILLE"	"1D Goddard St"	3	"House"	1495.0	"http://www.domain.com.au/2013900372"	4.2
"ERSKINEVILLE"	"5 Turtle La"	3	"House"	Passed In	"http://www.domain.com.au/2013903538"	4.2
"FAIRFIELD"	"36 Ace Av"	3	"House"	Passed In	"http://www.domain.com.au/2013918450"	23.2
"FAIRFIELD"	"26 Codrington St"	4	"House"	875.0	"http://www.domain.com.au/2013896423"	23.2
"FAIRFIELD"	"33 Riverview Rd"	3	"House"	890.0	"http://www.domain.com.au/2013910446"	23.2
"FAIRFIELD"	"529 The Horsley Dr"	3	"House"	Withdrawn	"http://www.domain.com.au/2013898008"	23.2
"FAIRFIELD"	"7 Wood St"	3	"House"	Passed In	"http://www.domain.com.au/2013909894"	23.2
"FAIRLIGHT"	"3/5 Bellevue St"	3	"Unit"	Passed In	"http://www.domain.com.au/2013902560"	9.8
"FAIRLIGHT"	"84 Griffiths St"	4	"House"	2655.0	"http://www.domain.com.au/2013904713"	9.8
"FAIRLIGHT"	"1 Jamieson Av"	4	"House"	Passed In	"http://www.domain.com.au/2013898748"	9.8
"FIVE DOCK"	"24 York Av"	4	"House"	Passed In	"http://www.domain.com.au/2013902352"	7.1
"FOREST LODGE"	"138 Hereford St"	4	"House"	2250.0	"http://www.domain.com.au/2013908059"	2.9
"FOREST LODGE"	"27 Ross St"	4	"House"	1485.0	"http://www.domain.com.au/2013892827"	2.9
"FOREST LODGE"	"208C St Johns Rd"	2	"House"	Price withheld	"http://www.domain.com.au/2013901586"	2.9
"FORESTVILLE"	"41 Milham Cr"	4	"House"	Passed In	"http://www.domain.com.au/2013870654"	11.7
"FRENCHS FOREST"	"22 Epping Dr"	5	"House"	1618.0	"http://www.domain.com.au/2013896063"	13
"FRENCHS FOREST"	"7 Noorong Av"	5	"House"	1890.0	"http://www.domain.com.au/2013902271"	13
"FRENCHS FOREST"	"25 Warili Rd"	4	"House"	1730.0	"http://www.domain.com.au/2013913593"	13
"FRESHWATER"	"50 Brighton St"	5	"House"	3055.0	"http://www.domain.com.au/2013904873"	18
"FRESHWATER"	"7/67 Evans St"	2	"Unit"	865.0	"http://www.domain.com.au/2013903248"	18
"FRESHWATER"	"9/75 Evans St"	2	"Unit"	2009.9999999999998	"http://www.domain.com.au/2013901641"	18
"GEORGES HALL"	"5 Amaroo Av"	3	"House"	Passed In	"http://www.domain.com.au/2013897527"	20.6
"GEORGES HALL"	"40 Lincoln Rd"	3	"House"	850.0	"http://www.domain.com.au/2013896885"	20.6
"GEORGES HALL"	"39 Talinga Av"	3	"House"	867.0	"http://www.domain.com.au/2013892648"	20.6
"GIRRAWEEN"	"4 Teague St"	3	"House"	Passed In	"http://www.domain.com.au/2013911353"	25.1
"GLADESVILLE"	"8 Clare St"	5	"House"	2450.0	"http://www.domain.com.au/2013884735"	8.1
"GLADESVILLE"	"30 Osgathorpe Rd"	3	"House"	1800.0	"http://www.domain.com.au/2013904098"	8.1
"GLADESVILLE"	"5/27 Wharf Rd"	2	"Unit"	620.0	"http://www.domain.com.au/2013901205"	8.1
"GLEBE"	"206 Glebe Point Rd"	3	"House"	2975.0	"http://www.domain.com.au/2013895593"	2.3
"GLENHAVEN"	"4 Badenoch Av"	4	"House"	Passed In	"http://www.domain.com.au/2013893344"	26
"GORDON"	"42A Holford Cr"	3	"House"	Passed In	"http://www.domain.com.au/2013902728"	13.4
"GORDON"	"56 McIntosh St"	3	"House"	Price withheld	"http://www.domain.com.au/2013890065"	13.4
"GRANVILLE"	"52 Sixth St"	4	"House"	870.0	"http://www.domain.com.au/2013897933"	18.5
"GREENWICH"	"2 Edwin St"	5	"House"	3225.0	"http://www.domain.com.au/2013887860"	4.4
"GREENWICH"	"153 Greenwich Rd"	3	"House"	2200.0	"http://www.domain.com.au/2013888951"	4.4
"GREENWICH"	"7/2 Landenburg Pl"	2	"Unit"	Price withheld	"http://www.domain.com.au/2013885064"	4.4
"GREENWICH"	"1/252 Pacific Hwy"	2	"Unit"	845.0	"http://www.domain.com.au/2013922218"	4.4
"GREYSTANES"	"104 Adler Pde"	3	"House"	941.0	"http://www.domain.com.au/2013895088"	24
"GUILDFORD"	"43 Adam St"	3	"House"	Withdrawn	"http://www.domain.com.au/2013907098"	20.5
"GUILDFORD"	"7/524-526 Guildford Rd"	2	"Villa"	505.0	"http://www.domain.com.au/2013900882"	20.5
"GUILDFORD"	"10 Maley St"	3	"House"	760.0	"http://www.domain.com.au/2013895194"	20.5
"HABERFIELD"	"51 Boomerang St"	4	"House"	2960.0	"http://www.domain.com.au/2013892865"	6.5
"HABERFIELD"	"29 O'Connor St"	4	"House"	Passed In	"http://www.domain.com.au/2013892864"	6.5
"HARRIS PARK"	"6/112 Harris St"	2	"Unit"	576.0	"http://www.domain.com.au/2013900815"	19
"HEATHCOTE"	"54 Forest Rd"	3	"House"	1294.0	"http://www.domain.com.au/2013897435"	29.8
"HENLEY"	"7 Bayview Cr"	4	"House"	2825.0	"http://www.domain.com.au/2013896990"	7.1
"HINCHINBROOK"	"22 Partridge Av"	4	"House"	Passed In	"http://www.domain.com.au/2013896050"	32.2
"HOLSWORTHY"	"33 Sabre Cr"	4	"House"	Passed In	"http://www.domain.com.au/2013677087"	25.5
"HOMEBUSH"	"17/3-5 Burlington Rd"	2	"Unit"	651.0	"http://www.domain.com.au/2013883579"	11.6
"HORNSBY"	"8 Tarro Cl"	3	"House"	1342.5	"http://www.domain.com.au/2013903325"	20.6
"HORNSBY HEIGHTS"	"398 Somerville Rd"	3	"House"	1365.0	"http://www.domain.com.au/2013902880"	24.2
"HUNTERS HILL"	"15 Mary St"	3	"House"	Price withheld	"http://www.domain.com.au/2013898626"	6.3
"HUNTERS HILL"	"22 Park Rd"	4	"House"	3650.0	"http://www.domain.com.au/2013879287"	6.3
"HUNTERS HILL"	"97 Park Rd"	5	"House"	Price withheld	"http://www.domain.com.au/2013889976"	6.3
"HUNTERS HILL"	"63 Pittwater Rd"	4	"House"	1960.0	"http://www.domain.com.au/2013879461"	6.3
"HUNTLEYS COVE"	"24 Mortimer Lewis Dr"	3	"Townhouse"	Passed In	"http://www.domain.com.au/2013893328"	6.5
"HURSTVILLE"	"14/7 Bellevue Pde"	1	"Unit"	Withdrawn	"http://www.domain.com.au/2013895199"	14.7
"HURSTVILLE"	"4/20-24 Dalcassia St"	0	"Unit"	Withdrawn	"http://www.domain.com.au/2013895508"	14.7
"HURSTVILLE GROVE"	"123 Lansdowne St"	2	"House"	Passed In	"http://www.domain.com.au/2013875872"	16.5
"ILLAWONG"	"62 Bignell St"	4	"House"	1290.0	"http://www.domain.com.au/2013897689"	21
"ILLAWONG"	"114 Blaxland Dr"	4	"House"	Passed In	"http://www.domain.com.au/2013904141"	21
"ILLAWONG"	"57 Gerald Rd"	5	"House"	Passed In	"http://www.domain.com.au/2013897690"	21
"JANNALI"	"8A Wybalena Pl"	5	"House"	1000.0	"http://www.domain.com.au/2013901975"	21.2
"KENSINGTON"	"303/150 Doncaster Av"	2	"Unit"	1250.0	"http://www.domain.com.au/2013892552"	4.9
"KILLARNEY HEIGHTS"	"34 Blarney Av"	4	"House"	2150.0	"http://www.domain.com.au/2013890439"	10.4
"KINCUMBER"	"11 Tora Av"	4	"House"	Passed In	"http://www.domain.com.au/2013870518"	47.3
"KINGS LANGLEY"	"12 Brett St"	4	"House"	990.0	"http://www.domain.com.au/2013895454"	29.7
"KINGSFORD"	"26 Hincks St"	5	"House"	Passed In	"http://www.domain.com.au/2013865188"	6.7
"KINGSGROVE"	"8 Todd St"	3	"House"	Price withheld	"http://www.domain.com.au/2013877958"	12.8
"KIRRAWEE"	"27 Tea Tree Pl"	4	"House"	Passed In	"http://www.domain.com.au/2013900452"	22.4
"KIRRIBILLI"	"4/122 Kirribilli Av"	2	"Unit"	1390.0	"http://www.domain.com.au/2013900255"	2.4
"KIRRIBILLI"	"8/29 Waruda St"	2	"Unit"	1950.0	"http://www.domain.com.au/2013889124"	2.4
"KOGARAH"	"201/71-73 Bank La"	3	"Unit"	835.0	"http://www.domain.com.au/2013900841"	12.7
"KOGARAH"	"15 Rocky Point Rd"	4	"House"	Passed In	"http://www.domain.com.au/2013889963"	12.7
"KOGARAH"	"48 Scott St"	4	"House"	Passed In	"http://www.domain.com.au/2013892546"	12.7
"KOGARAH"	"40 Warialda St"	3	"House"	1050.0	"http://www.domain.com.au/2013892544"	12.7
