"Suburb"	"Address"	Bedroom	"Type"	Price	"Link"
"CHIPPENDALE"	"14/52-64 Shepherd St"	1	"Unit"	Passed In	"https://www.domain.com.au/14-52-shepherd-street-chippendale-nsw-2008-2013829226"
"COLLAROY"	"19/1 Eastbank Av"	2	"Unit"	1725.0	"https://www.domain.com.au/19-1-eastbank-avenue-collaroy-nsw-2097-2013840434"
"COLLAROY"	"76 Suffolk Av"	4	"House"	2160.0	"https://www.domain.com.au/76-suffolk-avenue-collaroy-nsw-2097-2013831857"
"COMO"	"65 Como Pde"	5	"House"	1605.0	"https://www.domain.com.au/65-como-parade-como-nsw-2226-2013836069"
"CONDELL PARK"	"56A Railway Pde"	4	"Semi"	840.0	"https://www.domain.com.au/56a-railway-parade-condell-park-nsw-2200-2013829289"
"COOGEE"	"13/84-86 Bream St"	2	"Unit"	890.0	"https://www.domain.com.au/13-84-bream-street-coogee-nsw-2034-2013825246"
"COOGEE"	"5/46 Carr St"	3	"Unit"	2170.0	"https://www.domain.com.au/5-46-carr-street-coogee-nsw-2034-2013839616"
"COOGEE"	"64 Pauling Av"	2	"House"	Passed In	"https://www.domain.com.au/64-pauling-avenue-coogee-nsw-2034-2013796605"
"COOGEE"	"30/23-25 Vicar St"	2	"Unit"	1150.0	"https://www.domain.com.au/30-23-25-vicar-street-coogee-nsw-2034-2013813735"
"CREMORNE"	"20/13 Cranbrook Av"	2	"Unit"	1030.0	"https://www.domain.com.au/20-13-cranbrook-avenue-cremorne-nsw-2090-2013843992"
"CREMORNE"	"1/41 Young St"	3	"Unit"	1305.0	"https://www.domain.com.au/1-41-young-street-cremorne-nsw-2090-2013836674"
"CRONULLA"	"1C/83-95 Gerrale St"	3	"Unit"	Passed In	"https://www.domain.com.au/1c-83-gerrale-street-cronulla-nsw-2230-2013841923"
"CRONULLA"	"5/4 Philip St"	1	"Unit"	593.0	"https://www.domain.com.au/5-4-philip-street-cronulla-nsw-2230-2013846971"
"CROYDON PARK"	"6/154 Croydon Av"	2	"Unit"	615.0	"https://www.domain.com.au/6-154-croydon-avenue-croydon-park-nsw-2133-2013831002"
"CROYDON PARK"	"172 Croydon Av"	3	"House"	Passed In	"https://www.domain.com.au/172-croydon-avenue-croydon-park-nsw-2133-2013834934"
"CROYDON PARK"	"5 President St"	2	"House"	1104.5	"https://www.domain.com.au/5-president-street-croydon-park-nsw-2133-2013831007"
"DARLING POINT"	"2/44 Darling Point Rd"	4	"Unit"	Price withheld	"https://www.domain.com.au/2-44-46-darling-point-road-darling-point-nsw-2027-2013838423"
"DARLINGHURST"	"507/221-223 Darlinghurst Rd"	1	"Unit"	Price withheld	"https://www.domain.com.au/507-221-darlinghurst-road-darlinghurst-nsw-2010-2013838311"
"DAVIDSON"	"53 Aranda Dr"	6	"House"	1520.0	"https://www.domain.com.au/53-aranda-drive-davidson-nsw-2085-2013834953"
"DEE WHY"	"9/26 Boronia St"	2	"Unit"	Price withheld	"https://www.domain.com.au/9-26-32-boronia-street-dee-why-nsw-2099-2013841589"
"DEE WHY"	"4/57 Pacific Pde"	2	"Unit"	715.0	"https://www.domain.com.au/4-57-pacific-parade-dee-why-nsw-2099-2013792426"
"DEE WHY"	"15 South Creek Rd"	3	"House"	1470.0	"https://www.domain.com.au/15-south-creek-road-dee-why-nsw-2099-2013840094"
"DOONSIDE"	"25 Wangara St"	3	"House"	735.0	"https://www.domain.com.au/25-wangara-street-doonside-nsw-2767-2013820960"
"DULWICH HILL"	"26/2 Williams Pde"	2	"House"	900.0	"https://www.domain.com.au/26-2-williams-parade-dulwich-hill-nsw-2203-2013829514"
"EAST GOSFORD"	"77 Caroline St"	4	"House"	Passed In	"https://www.domain.com.au/77-caroline-street-east-gosford-nsw-2250-2013839176"
"EAST GOSFORD"	"78 Wells St"	3	"House"	950.0	"https://www.domain.com.au/78-wells-street-east-gosford-nsw-2250-2013854506"
"EDENSOR PARK"	"246 Edensor Rd"	3	"House"	680.0	"https://www.domain.com.au/246-edensor-road-edensor-park-nsw-2176-2013828287"
"ENGADINE"	"7/24-26 Anzac Av"	3	"Townhouse"	Price withheld	"https://www.domain.com.au/7-24-26-anzac-avenue-engadine-nsw-2233-2013821348"
"ERSKINEVILLE"	"73/20 Eve St"	2	"Unit"	Passed In	"https://www.domain.com.au/73-20-eve-street-erskineville-nsw-2043-2013838743"
"FAIRFIELD HEIGHTS"	"85 Camden St"	4	"House"	830.0	"https://www.domain.com.au/85-camden-street-fairfield-heights-nsw-2165-2013830290"
"FRENCHS FOREST"	"14 Kens Rd"	5	"House"	1595.0	"https://www.domain.com.au/14-kens-road-frenchs-forest-nsw-2086-2013841118"
"FRESHWATER"	"5/41 Ocean View Rd"	2	"Unit"	991.0	"https://www.domain.com.au/5-41-ocean-view-road-freshwater-nsw-2096-2013853400"
"GALSTON"	"41 Hakea Cr"	4	"House"	Passed In	"https://www.domain.com.au/41-hakea-crescent-galston-nsw-2159-2013835284"
"GEORGES HALL"	"14 Ashcroft St"	4	"House"	785.0	"https://www.domain.com.au/14-ashcroft-street-georges-hall-nsw-2198-2013830679"
"GLEBE"	"38 Darghan St"	3	"House"	1720.0	"https://www.domain.com.au/38-darghan-street-glebe-nsw-2037-2013837726"
"GOROKAN"	"123 Wallarah Rd"	3	"House"	455.0	"https://www.domain.com.au/123-wallarah-road-gorokan-nsw-2263-2013833154"
"GRAYS POINT"	"4 Kookaburra Pl"	5	"House"	1350.0	"https://www.domain.com.au/4-kookaburra-place-grays-point-nsw-2232-2013829224"
"GREEN VALLEY"	"14 Esk Av"	4	"House"	Passed In	"https://www.domain.com.au/14-esk-avenue-green-valley-nsw-2168-2013814877"
"GREENFIELD PARK"	"35 Cherokee Av"	4	"House"	825.0	"https://www.domain.com.au/35-cherokee-avenue-greenfield-park-nsw-2176-2013831518"
"GREENHILLS BEACH"	"21 Wategos St"	4	"House"	2050.0	"https://www.domain.com.au/21-wategos-street-greenhills-beach-nsw-2230-2013827786"
"GUILDFORD"	"201 Excelsior St"	5	"House"	Passed In	"https://www.domain.com.au/201-excelsior-street-guildford-nsw-2161-2013834941"
"HAYMARKET"	"212/420-426 Pitt St"	2	"Unit"	997.0	"https://www.domain.com.au/212-420-pitt-street-sydney-nsw-2000-2013828676"
"HOMEBUSH"	"8/7-11 Bridge Rd"	2	"Unit"	645.0	"https://www.domain.com.au/8-7-11-bridge-road-homebush-nsw-2140-2013836799"
"HOMEBUSH"	"20/56-58 Powell St"	2	"Unit"	650.0	"https://www.domain.com.au/20-56-powell-street-homebush-nsw-2140-2013835287"
"HORNINGSEA PARK"	"9 Strzlecki Dr"	4	"House"	750.0	"https://www.domain.com.au/9-strzlecki-drive-horningsea-park-nsw-2171-2013827401"
"HORNSBY"	"39 Milner Av"	5	"House"	1467.0	"https://www.domain.com.au/39-milner-avenue-hornsby-nsw-2077-2013841598"
"KAREELA"	"13 Anemone Pl"	4	"House"	Passed In	"https://www.domain.com.au/13-anemone-place-kareela-nsw-2232-2013836070"
"KENSINGTON"	"28 Cottenham Av"	5	"House"	3215.0	"https://www.domain.com.au/28-cottenham-avenue-kensington-nsw-2033-2013837375"
"KILLARA"	"21 Buckingham Rd"	2	"House"	1875.0	"https://www.domain.com.au/21-buckingham-road-killara-nsw-2071-2013830498"
"KILLARNEY HEIGHTS"	"80 Londonderry Dr"	5	"House"	1780.0	"https://www.domain.com.au/80-londonderry-drive-killarney-heights-nsw-2087-2013833456"
"KINGSFORD"	"103 Middle St"	4	"House"	2330.0	"https://www.domain.com.au/103-middle-street-kingsford-nsw-2032-2013815534"
"KIRRIBILLI"	"201/47 Carabella St"	1	"Unit"	Price withheld	"https://www.domain.com.au/201-47-carabella-street-kirribilli-nsw-2061-2013848523"
"KOGARAH BAY"	"1 Wharf Rd"	3	"House"	Passed In	"https://www.domain.com.au/1-wharf-road-kogarah-bay-nsw-2217-2013819977"
"LAKEMBA"	"8/13 Quigg St N"	2	"Unit"	450.0	"https://www.domain.com.au/8-13-quigg-street-north-lakemba-nsw-2195-2013820793"
"LANE COVE"	"47/300A Burns Bay Rd"	2	"Unit"	Price withheld	"https://www.domain.com.au/47-300a-burns-bay-road-lane-cove-nsw-2066-2013808036"
"LANE COVE"	"2/5 Graham St"	2	"Townhouse"	Passed In	"https://www.domain.com.au/2-5-graham-street-lane-cove-nsw-2066-2013837160"
"LANE COVE NORTH"	"A610/7-13 Centennial Av"	2	"Unit"	Price withheld	"https://www.domain.com.au/a610-7-13-centennial-avenue-lane-cove-nsw-2066-2013837139"
"LANE COVE NORTH"	"713 Mowbray Rd W"	3	"House"	Price withheld	"https://www.domain.com.au/713-mowbray-road-lane-cove-nsw-2066-2013837130"
"LANE COVE NORTH"	"31 Walkers Dr"	3	"Townhouse"	Passed In	"https://www.domain.com.au/31-walkers-drive-lane-cove-nsw-2066-2013833620"
"LANE COVE WEST"	"68 Cullen St"	3	"House"	Passed In	"https://www.domain.com.au/68-cullen-street-lane-cove-nsw-2066-2013824092"
"LANE COVE WEST"	"112 Epping Rd"	3	"House"	Passed In	"https://www.domain.com.au/112-epping-road-lane-cove-nsw-2066-2013820496"
"LEICHHARDT"	"3/11-23 Hay St"	1	"Unit"	655.0	"https://www.domain.com.au/3-11-23-hay-street-leichhardt-nsw-2040-2013838860"
"LEICHHARDT"	"106/23 Norton St"	2	"House"	768.0	"https://www.domain.com.au/106-21-23-norton-street-leichhardt-nsw-2040-2013826606"
"LILYFIELD"	"31 Alfred St"	3	"Townhouse"	1520.0	"https://www.domain.com.au/31-alfred-street-lilyfield-nsw-2040-2013841623"
"LINDFIELD"	"28 Chelmsford Av"	4	"House"	2910.0	"https://www.domain.com.au/28-chelmsford-avenue-lindfield-nsw-2070-2013844299"
"LITTLE BAY"	"206/30 Harvey St"	2	"Unit"	1198.0	"https://www.domain.com.au/206-30-harvey-street-little-bay-nsw-2036-2013811728"
"LIVERPOOL"	"3/12-14 George St"	2	"Unit"	525.0	"https://www.domain.com.au/3-12-14-george-st-liverpool-nsw-2170-2013879626"
"MACQUARIE PARK"	"1/12 Tuckwell Pl"	3	"Townhouse"	1150.5	"https://www.domain.com.au/1-12-tuckwell-place-macquarie-park-nsw-2113-2013835293"
"MANLY"	"19 Bower St"	5	"House"	Price withheld	"https://www.domain.com.au/19-bower-street-manly-nsw-2095-2013841452"
"MANLY"	"4/235 Pittwater Rd"	2	"Unit"	Price withheld	"https://www.domain.com.au/4-235-pittwater-road-manly-nsw-2095-2013834969"
"MANLY"	"416/15-25 Wentworth St"	1	"Unit"	1080.0	"https://www.domain.com.au/416-15-wentworth-street-manly-nsw-2095-2013836434"
"MANLY VALE"	"6/1 Lovett St"	2	"Unit"	Passed In	"https://www.domain.com.au/6-1-lovett-street-manly-vale-nsw-2093-2013848517"
"MAROUBRA"	"1/15 Green St"	1	"Unit"	624.5	"https://www.domain.com.au/1-15-green-street-maroubra-nsw-2035-2013830256"
"MAROUBRA"	"17/148 Marine Pde"	2	"Unit"	1200.0	"https://www.domain.com.au/17-148-marine-parade-maroubra-nsw-2035-2013841658"
"MAROUBRA"	"102/140 Maroubra Rd"	2	"Unit"	962.0	"https://www.domain.com.au/102-140-maroubra-road-maroubra-nsw-2035-2013832715"
"MAROUBRA"	"336 Maroubra Rd"	5	"House"	Passed In	"https://www.domain.com.au/336-maroubra-road-maroubra-nsw-2035-2013813736"
"MARSFIELD"	"137 Vimiera Rd"	4	"House"	1630.0	"https://www.domain.com.au/137-vimiera-road-marsfield-nsw-2122-2013789450"
"MASCOT"	"29 Baxter Rd"	4	"House"	1600.0	"https://www.domain.com.au/29-baxter-road-mascot-nsw-2020-2013823424"
"MCMAHONS POINT"	"26 Princes St"	4	"Semi"	2625.0	"https://www.domain.com.au/26-princes-street-mcmahons-point-nsw-2060-2013841266"
"MEADOWBANK"	"2202/11 Angas St"	2	"Unit"	825.0	"https://www.domain.com.au/2202-11-angas-street-meadowbank-nsw-2114-2013848526"
"MENAI"	"1 Bromwich Pl"	3	"House"	908.0	"https://www.domain.com.au/1-bromwich-place-menai-nsw-2234-2013838554"
"MERRYLANDS"	"18/23 St Ann St"	2	"Unit"	Passed In	"https://www.domain.com.au/18-23-st-ann-street-merrylands-nsw-2160-2013827411"
"MERRYLANDS"	"64 Warwick Rd"	3	"House"	Passed In	"https://www.domain.com.au/64-warwick-road-merrylands-nsw-2160-2013835559"
"MONA VALE"	"5/25 Heath St"	2	"Unit"	1050.0	"https://www.domain.com.au/5-25-heath-street-mona-vale-nsw-2103-2013775933"
"MONTEREY"	"21A Banks St"	3	"Semi"	Passed In	"https://www.domain.com.au/21a-banks-street-monterey-nsw-2217-2013835060"
"MOOREBANK"	"16a Flanagan Av"	5	"House"	Price withheld	"https://www.domain.com.au/16a-flanagan-avenue-moorebank-nsw-2170-2013627149"
"MORTDALE"	"35A Broughton St"	3	"Duplex"	950.0	"https://www.domain.com.au/35a-broughton-street-mortdale-nsw-2223-2013835869"
"MOSMAN"	"5/73 Spit Rd"	1	"Unit"	635.0	"https://www.domain.com.au/5-73-spit-road-mosman-nsw-2088-2013830051"
"NARRABEEN"	"8/35 Park St"	2	"Unit"	755.0	"https://www.domain.com.au/8-35-park-street-narrabeen-nsw-2101-2013690702"
"NEUTRAL BAY"	"12/323 Alfred St N"	1	"Unit"	633.5	"https://www.domain.com.au/12-323-alfred-street-north-neutral-bay-nsw-2089-2013838923"
"NEUTRAL BAY"	"115/21 Grosvenor St"	2	"Unit"	845.888	"https://www.domain.com.au/115-21-grosvenor-street-neutral-bay-nsw-2089-2013857839"
"NEUTRAL BAY"	"1/13-17 Nook Av"	3	"Townhouse"	Price withheld	"https://www.domain.com.au/1-13-17-nook-avenue-neutral-bay-nsw-2089-2013841752"
"NEWPORT"	"17/67 Foamcrest Av"	1	"Unit"	665.0	"https://www.domain.com.au/17-67-foamcrest-avenue-newport-nsw-2106-2013835459"
"NEWTOWN"	"69 Hordern St"	1	"House"	960.0	"https://www.domain.com.au/69-hordern-street-newtown-nsw-2042-2013840656"
"NEWTOWN"	"71 Hordern St"	1	"House"	1020.0	"https://www.domain.com.au/71-hordern-street-newtown-nsw-2042-2013840626"
"NEWTOWN"	"2/1 Iredale St"	3	"House"	1251.0	"https://www.domain.com.au/2-1-iredale-street-newtown-nsw-2042-2013836280"
"NORTH BALGOWLAH"	"4 Abingdon St"	3	"House"	2050.0	"https://www.domain.com.au/4-abingdon-street-north-balgowlah-nsw-2093-2013832834"
"NORTH BALGOWLAH"	"8 Woodbine St"	3	"House"	Passed In	"https://www.domain.com.au/8-woodbine-street-north-balgowlah-nsw-2093-2013832118"
"NORTH NARRABEEN"	"75 Rickard Rd"	3	"House"	1200.0	"https://www.domain.com.au/75-rickard-road-north-narrabeen-nsw-2101-2013841488"
"NORTH PARRAMATTA"	"3 Barton St"	9	"House"	Passed In	"https://www.domain.com.au/3-barton-street-north-parramatta-nsw-2151-2013832533"
"NORTH PARRAMATTA"	"12 Lake St"	3	"House"	1931.0	"https://www.domain.com.au/12-lake-street-north-parramatta-nsw-2151-2013834200"
"NORTH RICHMOND"	"12 Campbell St"	3	"House"	650.0	"https://www.domain.com.au/12-campbell-st-north-richmond-nsw-2754-2013801598"
"NORTH RYDE"	"67 Eastview Av"	3	"House"	1795.0	"https://www.domain.com.au/67-eastview-avenue-north-ryde-nsw-2113-2013830703"
"NORTH RYDE"	"5 Numa Rd"	5	"House"	1910.0	"https://www.domain.com.au/5-numa-road-north-ryde-nsw-2113-2013818289"
"NORTHBRIDGE"	"218/128 Sailors Bay Rd"	1	"Unit"	Withdrawn	"https://www.domain.com.au/218-128-sailors-bay-road-northbridge-nsw-2063-2013840962"
"OAKDALE"	"85 Steveys Forest Rd"	4	"House"	615.0	"https://www.domain.com.au/85-steveys-forest-road-oakdale-nsw-2570-2013835289"
"OATLEY"	"2/81 Gungah Bay Rd"	3	"Townhouse"	Passed In	"https://www.domain.com.au/2-81-gungah-bay-road-oatley-nsw-2223-2013836028"
"ORAN PARK"	"31 Ducros St"	5	"House"	Withdrawn	"https://www.domain.com.au/31-ducros-st-oran-park-nsw-2570-2013827778"
"OYSTER BAY"	"17 Shipwright Pl"	0	"House"	Passed In	"https://www.domain.com.au/17-shipwright-pl-oyster-bay-nsw-2225-2013876159"
"PADDINGTON"	"30 Hoddle St"	4	"House"	Price withheld	"https://www.domain.com.au/30-hoddle-street-paddington-nsw-2021-2013779474"
"PADSTOW"	"2/61A Courtney Rd"	3	"Villa"	730.249	"https://www.domain.com.au/2-61a-courtney-road-padstow-nsw-2211-2013828396"
"PANANIA"	"7 Lambeth St"	2	"House"	900.0	"https://www.domain.com.au/7-lambeth-street-panania-nsw-2213-2013837951"
"PARKLEA"	"3 Fairway St"	4	"House"	1100.0	"https://www.domain.com.au/3-fairway-street-parklea-nsw-2768-2013834724"
"PENDLE HILL"	"6/7 Wyena Rd"	3	"Townhouse"	740.0	"https://www.domain.com.au/6-7-wyena-road-pendle-hill-nsw-2145-2013841787"
"PENSHURST"	"7 Hanigan St"	3	"House"	1320.0	"https://www.domain.com.au/7-hanigan-street-penshurst-nsw-2222-2013835519"
"PETERSHAM"	"69 Crystal St"	3	"House"	1340.0	"https://www.domain.com.au/69-crystal-street-petersham-nsw-2049-2013821328"
"POINT CLARE"	"15 Collard Rd"	5	"House"	Passed In	"https://www.domain.com.au/15-collard-road-point-clare-nsw-2250-2013840036"
"POINT FREDERICK"	"7 Harrison St"	5	"House"	2800.0	"https://www.domain.com.au/7-harrison-street-point-frederick-nsw-2250-2013832321"
"PRESTONS"	"1 Henty Cl"	4	"House"	960.0	"https://www.domain.com.au/1-henty-close-prestons-nsw-2170-2013829227"
"PROSPECT"	"9 Lyte Pl"	4	"House"	Passed In	"https://www.domain.com.au/9-lyte-place-prospect-nsw-2148-2013833575"
"PUTNEY"	"45 Douglas St"	6	"House"	4300.0	"https://www.domain.com.au/45-douglas-street-putney-nsw-2112-2013817988"
"PYMBLE"	"84 Telegraph Rd"	5	"House"	3050.0	"https://www.domain.com.au/84-telegraph-road-pymble-nsw-2073-2013821468"
"PYRMONT"	"5/15 Bowman St"	2	"Unit"	2375.0	"https://www.domain.com.au/5-15-bowman-street-pyrmont-nsw-2009-2013830941"
"QUAKERS HILL"	"5A Rutledge Cr"	3	"House"	720.5	"https://www.domain.com.au/5a-rutledge-crescent-quakers-hill-nsw-2763-2013854034"
"QUEENS PARK"	"36 Rawson Av"	2	"House"	2260.0	"https://www.domain.com.au/36-rawson-avenue-queens-park-nsw-2022-2013837300"
"QUEENSCLIFF"	"13/35-43 Dalley St"	1	"Unit"	755.0	"https://www.domain.com.au/13-35-dalley-street-queenscliff-nsw-2096-2013836546"
"RANDWICK"	"5/10 Figtree Av"	2	"Unit"	1110.0	"https://www.domain.com.au/5-10-figtree-avenue-randwick-nsw-2031-2013827045"
"RANDWICK"	"3/2-4 Lion St"	2	"Unit"	1016.0	"https://www.domain.com.au/3-2-4-lion-street-randwick-nsw-2031-2013831839"
"RANDWICK"	"8/2-8 William St"	3	"Unit"	Passed In	"https://www.domain.com.au/8-2-8-william-street-randwick-nsw-2031-2013828815"
"REDFERN"	"158 Lawson St"	4	"House"	1610.0	"https://www.domain.com.au/158-lawson-street-redfern-nsw-2016-2013813587"
"REVESBY"	"1/13 Polo St"	3	"Townhouse"	785.0	"https://www.domain.com.au/1-13-polo-street-revesby-nsw-2212-2013831100"
"RHODES"	"904/42 Shoreline Dr"	1	"Unit"	Price withheld	"https://www.domain.com.au/904-42-shoreline-drive-rhodes-nsw-2138-2013825519"
"ROCKDALE"	"21/57 George St"	2	"Unit"	830.0	"https://www.domain.com.au/21-57-george-street-rockdale-nsw-2216-2013835281"
"ROCKDALE"	"12A/9-15 King Edward St"	2	"Unit"	670.0	"https://www.domain.com.au/12a-9-15-king-edward-street-rockdale-nsw-2216-2013834321"
"ROCKDALE"	"21 Lydham Av"	3	"House"	Passed In	"https://www.domain.com.au/21-lydham-avenue-rockdale-nsw-2216-2013827784"
"ROSE BAY"	"3/79 O'Sullivan Rd"	2	"Unit"	Price withheld	"https://www.domain.com.au/3-79-o-sullivan-road-rose-bay-nsw-2029-2013834286"
"ROSEVILLE"	"21 Amarna Pde"	3	"House"	Withdrawn	"https://www.domain.com.au/21-amarna-parade-roseville-nsw-2069-2013793137"
"ROZELLE"	"6/65-69 Nelson St"	2	"Unit"	1675.0	"https://www.domain.com.au/6-65-69-nelson-street-rozelle-nsw-2039-2013831293"
"ROZELLE"	"44A Rosser St"	3	"House"	1240.0	"https://www.domain.com.au/44a-rosser-street-rozelle-nsw-2039-2013841513"
"RYDE"	"9 Pratten Av"	5	"House"	Withdrawn	"https://www.domain.com.au/9-pratten-avenue-ryde-nsw-2112-2013832418"
"SANDRINGHAM"	"1/143 Clareville Av"	2	"Unit"	595.0	"https://www.domain.com.au/1-143-clareville-avenue-sandringham-nsw-2219-2013836469"
"SANDRINGHAM"	"43 Riverside Dr"	3	"House"	2925.0	"https://www.domain.com.au/43-riverside-drive-sandringham-nsw-2219-2013828381"
"SANS SOUCI"	"22 Meriel St"	4	"House"	Passed In	"https://www.domain.com.au/22-meriel-street-sans-souci-nsw-2219-2013835297"
"SANS SOUCI"	"28A Tuffy Av"	3	"House"	1130.0	"https://www.domain.com.au/28a-tuffy-avenue-sans-souci-nsw-2219-2013830584"
"SEAFORTH"	"41 Gurney Cr"	4	"House"	2765.0	"https://www.domain.com.au/41-gurney-crescent-seaforth-nsw-2092-2013825528"
"SEAFORTH"	"17 Hope St"	5	"House"	2695.0	"https://www.domain.com.au/17-hope-street-seaforth-nsw-2092-2013833955"
"SEAFORTH"	"73 Wakehurst Pky"	4	"House"	1695.0	"https://www.domain.com.au/73-wakehurst-parkway-seaforth-nsw-2092-2013829992"
"SEVEN HILLS"	"65A Pretoria Rd"	3	"House"	670.0	"https://www.domain.com.au/65a-pretoria-road-seven-hills-nsw-2147-2013837452"
"SMITHFIELD"	"12 Gipps St"	3	"House"	801.0	"https://www.domain.com.au/12-gipps-street-smithfield-nsw-2164-2013833669"
"SOUTH HURSTVILLE"	"7 Rickard Rd"	6	"House"	2100.0	"https://www.domain.com.au/7-rickard-road-south-hurstville-nsw-2221-2013828397"
